motion_id,style,caption,source_file
M034889,proud_confident,walking backwards and then forwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034889.txt
034890,proud_confident,a person performs a salsa dance.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034890.txt
M034890,proud_confident,a person performs a salsa dance.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034890.txt
034891,proud_confident,the person is walking backwards in a straight line,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034891.txt
M034891,proud_confident,the person is doing the moonwalk.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034891.txt
034892,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034892.txt
M034892,proud_confident,a person spins in a counterclockwise circle as if their dancing before walking away.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034892.txt
034893,proud_confident,a person does the moon walk.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034893.txt
M034893,proud_confident,a person moonwalks in a counter-clockwise hemi-circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034893.txt
034894,proud_confident,a person moonwalks in a counter-clockwise hemi-circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034894.txt
M034894,proud_confident,someone clumsily moonwalks clockwise in a semicircle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034894.txt
034895,proud_confident,a person is walking back and forth in a straight line.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034895.txt
M034895,proud_confident,a person grabbed something and walked backwards,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034895.txt
034896,proud_confident,a person moonwalks in a counter-clockwise hemi-circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034896.txt
M034896,proud_confident,a person walking backwards in a circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034896.txt
034897,proud_confident,"a person walk backwards, then walks backwards in a circle counterclockwise.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034897.txt
M034897,proud_confident,a person walks in a counter-clockwise circle while rotating their body counter-clockwise.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034897.txt
034898,proud_confident,"a person walks backwards in a straight line, then slowly walks backwards in a straight line and stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034898.txt
M034898,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034898.txt
034899,proud_confident,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034899.txt
M034899,proud_confident,a person waltzes in a large circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034899.txt
034900,proud_confident,a person dances cha cha cha.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034900.txt
M034900,proud_confident,"a person spins around, pivoting off of one leg with an arm raised.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034900.txt
034901,proud_confident,a person is jogging in a circle clockwise,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034901.txt
M034901,proud_confident,a person jogs in a counterclockwise circle with their hands bent in front of them moving forward and backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034901.txt
034902,proud_confident,a person is jogging in a circle anticlockwise,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034902.txt
M034902,proud_confident,a person hops on one foot in a circle while switching feet every half circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034902.txt
034903,proud_confident,a person jogs in a clockwise circle two and a quarter times.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034903.txt
M034903,proud_confident,a person is jogging in a circle anticlockwise,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034903.txt
034904,proud_confident,a person jogs in a counter-clockwise circle two and a quarter times.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034904.txt
M034904,proud_confident,a person is jogging in a circle clockwise,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034904.txt
034905,proud_confident,a person is skipping in a counterclockwise directions with ease.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034905.txt
M034905,proud_confident,a figure casually walks in a circular pattern.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034905.txt
034906,proud_confident,a person jogs in a counterclockwise circle with their hands bent in front of them moving forward and backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034906.txt
M034906,proud_confident,a person is walking in a clockwise circle exhaustedly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034906.txt
034907,proud_confident,a person is skipping clockwise.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034907.txt
M034907,proud_confident,a figure skips happily in a circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034907.txt
034908,proud_confident,the person walks forward straight and backwards diagonally,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034908.txt
M034908,proud_confident,"a person walks forwards and turns around and walks back, pacing the same line as if they where stressed in a room.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034908.txt
034909,proud_confident,the person is walking back-and-forth with his head down.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034909.txt
M034909,proud_confident,"a person walks forward and then turns around and walks in in the opposite direction, then walks backwards, and then to the right, then steps backwards to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034909.txt
034910,proud_confident,a person is jogging in a circle clockwise,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034910.txt
M034910,proud_confident,a person runs in a counterclockwise circle and then a clockwise circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034910.txt
034911,proud_confident,"a person walks forward, turns around and walks back, then trips and turns around again walking forward with a limp.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034911.txt
M034911,proud_confident,"a person walks in a counterclockwise circle, while holding his left hand up at eye level",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034911.txt
034912,proud_confident,a person walks in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034912.txt
M034912,proud_confident,a person walks around in a circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034912.txt
034913,proud_confident,a person walks in a clockwise circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034913.txt
M034913,proud_confident,a person walks around in a circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034913.txt
034914,proud_confident,the person is walking around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034914.txt
M034914,proud_confident,a person walks in a clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034914.txt
034915,proud_confident,"person walks straight the the left, turns clockwise and walks straight to the right",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034915.txt
M034915,proud_confident,a person walks in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034915.txt
034916,proud_confident,a person walks in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034916.txt
M034916,proud_confident,a person walks in a clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034916.txt
034917,proud_confident,"a person walks in a counterclockwise circle, while holding his left hand up at eye level",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034917.txt
M034917,proud_confident,"a person walks in a counterclockwise circle, while holding his left hand up at eye level",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034917.txt
034918,proud_confident,a person walks forward then turns around and walks back.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034918.txt
M034918,proud_confident,a person walks slowly in a circle pattern.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034918.txt
034919,proud_confident,"a person walks forward, turns around and walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034919.txt
M034919,proud_confident,"a person walks forward, turns around and walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034919.txt
034920,proud_confident,"a person walks in a circle with exaggerated hip and arm movements, either drunk or flirty.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034920.txt
M034920,proud_confident,a person walks in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034920.txt
034921,proud_confident,a person who seems to be drinking something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034921.txt
M034921,proud_confident,a person crosses their arms,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034921.txt
034922,proud_confident,a person who seems to be drinking something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034922.txt
M034922,proud_confident,a person raises their left arm above their head and waves it,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034922.txt
034923,proud_confident,a person who seems to be pointing at someone or something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034923.txt
M034923,proud_confident,a person curls his left arm up toward his shoulder twice.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034923.txt
034924,proud_confident,a man has his hands up then brings them down,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034924.txt
M034924,proud_confident,a person crosses their arms,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034924.txt
034925,proud_confident,a person who seems to be drinking something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034925.txt
M034925,proud_confident,a person curls both arms up and down twice.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034925.txt
034926,proud_confident,a person who seems to be lifting a dumbbell with their left hand,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034926.txt
M034926,proud_confident,a person who seems to be drinking something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034926.txt
034927,proud_confident,a person who seems to be lifting a dumbbell with their right hand,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034927.txt
M034927,proud_confident,a person who seems to be dancing in the style of waltz,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034927.txt
034928,proud_confident,a person who seems to be drinking something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034928.txt
M034928,proud_confident,a person who seems to be dancing in the style of waltz,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034928.txt
034929,proud_confident,a person curls his left arm up toward his shoulder twice.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034929.txt
M034929,proud_confident,a person raises their left arm above their head and waves it,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034929.txt
034930,proud_confident,a person who seems to be drinking something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034930.txt
M034930,proud_confident,a person who seems to be drinking something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034930.txt
034931,proud_confident,a person hops from left to right in a circular motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034931.txt
M034931,proud_confident,a person skips side by side horizontally.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034931.txt
034932,proud_confident,a person jogs and throws an object,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034932.txt
M034932,proud_confident,a person jogs in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034932.txt
034933,proud_confident,the figure is cartwheeling across the floor at an angle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034933.txt
M034933,proud_confident,a person does a cartwheel and then walks in a circle to the left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034933.txt
034934,proud_confident,a person hopping down with his/her left leg.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034934.txt
M034934,proud_confident,a person hops on his right foot and then turns in place in a counter clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034934.txt
034935,proud_confident,a person hopping on one leg in a clockwise motion and then changing the hopping leg,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034935.txt
M034935,proud_confident,person quickly walks in one counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034935.txt
034936,proud_confident,the person is walking like he is drunk,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034936.txt
M034936,proud_confident,a person jogs and does a cartwheel.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034936.txt
034937,proud_confident,a person spins in a counterclockwise circle as if their dancing before walking away.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034937.txt
M034937,proud_confident,the person is walking around the room.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034937.txt
034938,proud_confident,the person is doing the breaststroke swimming.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034938.txt
M034938,proud_confident,a person hops on his right foot and then turns in place in a counter clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034938.txt
034939,proud_confident,a person runs sideways to the left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034939.txt
M034939,proud_confident,"a person side-steps to the right, and then side-steps to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034939.txt
034940,proud_confident,a person shuffles to his right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034940.txt
M034940,proud_confident,"a person shuffles to the left, then shuffles to the right, and shuffles back to their original spot.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034940.txt
034941,proud_confident,a person washes windows.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034941.txt
M034941,proud_confident,a person makes an obscene gesture using both arms while rotating as if to do it to several people.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034941.txt
034942,proud_confident,a person leans to the left then walks in a right diagonal.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034942.txt
M034942,proud_confident,"a person steps to the side, steps forward over something, then steps sideways over something",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034942.txt
034943,proud_confident,"a person steps sideways to the right without moving their arms, then the left arm remains raised for a moment before they return to their original position.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034943.txt
M034943,proud_confident,a person steps to the side then does a half split.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034943.txt
034944,proud_confident,a person dances while moving their arms.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034944.txt
M034944,proud_confident,a person is doing a dance.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034944.txt
034945,proud_confident,a person is dancing side to side and turning.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034945.txt
M034945,proud_confident,a person is moving their hips in a circular motion with their arms strechted outward to the sides,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034945.txt
034946,proud_confident,a person is dancing by moving and spinning to the left and the right back and forth,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034946.txt
M034946,proud_confident,"a person is moving their arms to the side, and then turns around and walks away.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034946.txt
034947,proud_confident,a person is moving around dancing with their arms.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034947.txt
M034947,proud_confident,a person is moving around dancing with their arms.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034947.txt
034948,proud_confident,a person leans forward while reaching to the right then the left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034948.txt
M034948,proud_confident,a person is dancing by moving and spinning to the left and the right back and forth,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034948.txt
034949,proud_confident,a person is doing the salsa,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034949.txt
M034949,proud_confident,"a person is performing a dance, by alternatingly raising both arms (like a chicken) while putting an alternate foot out in front of them; then hopping to their left and repeating the sequence.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034949.txt
034950,proud_confident,a person awkwardly side steps slowly to the left and then to the right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034950.txt
M034950,proud_confident,a man side steps carefully away with his arms held outstretched as if to be protecting or sheilding someone,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034950.txt
034951,proud_confident,"a person walks forward, turns around and walks back, then trips and turns around again walking forward with a limp.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034951.txt
M034951,proud_confident,the person is walking forward swinging his hands.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034951.txt
034952,proud_confident,a person walks forward and then runs back,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034952.txt
M034952,proud_confident,"a person walks forward, turns around and walks back, then trips and turns around again walking forward with a limp.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034952.txt
034953,proud_confident,the person is walking in a circle swinging his left arm while holding something in his right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034953.txt
M034953,proud_confident,a person slowly walked forward in left direction and after made circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034953.txt
034954,proud_confident,"a person runs backwards, then turns and continues running forewards.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034954.txt
M034954,proud_confident,"a person who is standing with his hands out from his sides turns to his right and jogs a few steps, turns 180 degrees and jogs the opposite direction, turns 180 degrees and jogs in the other direction, turns 180 degrees and jogs a few more steps before stopping and resuming his initial position.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034954.txt
034955,proud_confident,a person jogs in a clockwise circle with their hands bent in front of them moving forward and backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034955.txt
M034955,proud_confident,a person jogs in a counterclockwise circle with their hands bent in front of them moving forward and backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034955.txt
034956,proud_confident,a person runs in a counterclockwise circle and then a clockwise circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034956.txt
M034956,proud_confident,"a person runs in a clockwise circle, then goes the other way around the circle",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034956.txt
034957,proud_confident,"a person clumsily stumbles while walking diagonally to his left, turns around, and clumsily stumbles halfway in the other direction.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034957.txt
M034957,proud_confident,"a person spins in a circle, bends down, picks something up, then walks forward",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034957.txt
034958,proud_confident,a person walks backwards in a clockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034958.txt
M034958,proud_confident,a person performs a moonwalk in a counter-clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034958.txt
034959,proud_confident,a person performs a salsa dance.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034959.txt
M034959,proud_confident,a person performs a salsa dance.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034959.txt
034960,proud_confident,a person side steps to the left followed by the right and back to the left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034960.txt
M034960,proud_confident,a person performs multiple dance moves and ultimately ends up in a relative position diagonally to the right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034960.txt
036441,proud_confident,a person walks backwards in a counter counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036441.txt
M036441,proud_confident,a person walks backwards in a counter clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036441.txt
036442,proud_confident,a person walks backwards in a counter clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036442.txt
M036442,proud_confident,a person walks backwards in a counter counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036442.txt
036443,proud_confident,a person walks backwards in a clockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036443.txt
M036443,proud_confident,a person walks backwards in a counter clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036443.txt
036444,proud_confident,a person walks backwards in a counter clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036444.txt
M036444,proud_confident,a person walks backwards in a counter counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036444.txt
036445,proud_confident,a man walks backwards in a clockwise direction to form a circle in the center of the platform.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036445.txt
M036445,proud_confident,a person ice skating in a circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036445.txt
036446,proud_confident,the person walks backwards in an s pattern,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036446.txt
M036446,proud_confident,a person walks backwards in a counter counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036446.txt
036447,proud_confident,a person walks backwards in a counter clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036447.txt
M036447,proud_confident,a person walks backwards in a circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036447.txt
036448,proud_confident,a person walks backwards in a counter counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036448.txt
M036448,proud_confident,a person walks backwards in a counter clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036448.txt
036449,proud_confident,a person does the moon walk.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036449.txt
M036449,proud_confident,a person moonwalks in a counter-clockwise hemi-circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036449.txt
036450,proud_confident,a person walks backwards in a counter counterclockwise motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036450.txt
M036450,proud_confident,person is walking backwards randomly in a circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036450.txt
036451,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036451.txt
M036451,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036451.txt
036452,proud_confident,a person walks backwards in a counter-clockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036452.txt
M036452,proud_confident,a person walks backwards in a clockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036452.txt
036453,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036453.txt
M036453,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036453.txt
036454,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036454.txt
M036454,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036454.txt
036455,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036455.txt
