rank,style,motion_id,best_caption,best_caption_idx,similarity,source_file
198,angry_aggressive,004125,a person makes angry gestures as they quarrel with someone else.,1,0.8138999,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004125.txt
199,angry_aggressive,M004125,a person makes angry gestures as they quarrel with someone else.,1,0.8138999,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004125.txt
200,angry_aggressive,M008262,a person punches with both their arms.,2,0.81386375,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008262.txt
201,angry_aggressive,008262,a person punches with both their arms.,2,0.81386375,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008262.txt
202,angry_aggressive,010322,man punching with just his right fist,0,0.81372416,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010322.txt
203,angry_aggressive,011276,a person puts their right hand in the air and makes a slapping motion,2,0.8135812,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011276.txt
204,angry_aggressive,013741,a person punches in the air.,1,0.81291246,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013741.txt
205,angry_aggressive,M013741,a person punches in the air.,1,0.81291246,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013741.txt
206,angry_aggressive,003108,a person punches as if they are boxing.,1,0.81205106,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003108.txt
207,angry_aggressive,M003108,a person punches as if they are boxing.,1,0.81205106,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003108.txt
208,angry_aggressive,008464,"person does a boxing punch, left uppercut",0,0.81171525,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008464.txt
209,angry_aggressive,001196,a person uses their right arm to block a punch,2,0.8116827,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001196.txt
210,angry_aggressive,M012479,a person punches with their left hand then their right hand,2,0.81152856,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012479.txt
211,angry_aggressive,006558,a person throws various punches with both their left and right hands.,2,0.8111117,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006558.txt
212,angry_aggressive,M006556,a person punches upwards with right arm.,2,0.8098483,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006556.txt
213,angry_aggressive,001366,a person hitting a right boxing punch..,2,0.80983037,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001366.txt
214,angry_aggressive,M010322,man punching with just his left fist,0,0.8096263,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010322.txt
215,angry_aggressive,008060,"a person throws punches, one with his right hand and four with his left hand.",0,0.8093512,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008060.txt
216,angry_aggressive,M007895,a person kicks with their left foot and then moves back into a fighting stance.,0,0.809337,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007895.txt
217,angry_aggressive,004223,a person throwing a right uppercut punch.,1,0.8089076,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004223.txt
218,angry_aggressive,M013332,a person stands and throws jabbing punches.,1,0.8086498,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013332.txt
219,angry_aggressive,013332,a person stands and throws jabbing punches.,1,0.8086498,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013332.txt
220,angry_aggressive,000168,a persons throws a backfist with his right hand.,2,0.8085171,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000168.txt
221,angry_aggressive,012108,a person throws something and tries to dodge something right after.,1,0.8083038,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012108.txt
222,angry_aggressive,M003930,a person is standing and uses their left arm to punch upwards.,0,0.8073417,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003930.txt
223,angry_aggressive,012327,a person slaps out in front of them.,0,0.8072761,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012327.txt
224,angry_aggressive,M012327,a person slaps out in front of them.,0,0.8072761,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012327.txt
225,angry_aggressive,007895,a person kicks with their right foot and then moves back into a fighting stance.,0,0.8069272,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007895.txt
226,angry_aggressive,M001143,a person makes a large slapping motion with their left arm,1,0.80677396,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001143.txt
227,angry_aggressive,M004223,a person throwing a left uppercut punch.,1,0.80676293,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004223.txt
228,angry_aggressive,M000168,a persons throws a backfist with his left hand.,2,0.80658513,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000168.txt
229,angry_aggressive,009384,the person is punching something with his foot.,2,0.8065225,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009384.txt
230,angry_aggressive,M009384,the person is punching something with his foot.,2,0.8065225,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009384.txt
231,angry_aggressive,M008060,"a person throws punches, one with his left hand and four with his right hand.",0,0.8064783,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008060.txt
232,angry_aggressive,010155,a person kicks their right leg then punches with right and left hands repeatedly.,0,0.8064273,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010155.txt
233,angry_aggressive,M011276,a person puts their left hand in the air and makes a slapping motion,2,0.8061122,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011276.txt
234,angry_aggressive,013694,"a person seems angry, they aggressivley pounce forward then continue to make angry gestures and swing their arms.",2,0.8060552,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013694.txt
235,angry_aggressive,M013694,"a person seems angry, they aggressivley pounce forward then continue to make angry gestures and swing their arms.",2,0.8060552,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013694.txt
236,angry_aggressive,006556,a person punches upwards with left arm.,2,0.8059021,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006556.txt
237,angry_aggressive,009175,a person throws hard with right hand.,1,0.80490804,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009175.txt
238,angry_aggressive,007817,a person lifts their right arm up and slams it down angrily.,0,0.8047187,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007817.txt
239,angry_aggressive,M014430,a person kicks someone or something in front of them.,0,0.8044589,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M014430.txt
240,angry_aggressive,014430,a person kicks someone or something in front of them.,0,0.8044589,/Data/yash.bhardwaj/datasets/HumanML3D/texts/014430.txt
241,angry_aggressive,M013853,a person slaps something out of another persons hands.,1,0.8042824,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013853.txt
242,angry_aggressive,013853,a person slaps something out of another persons hands.,1,0.8042824,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013853.txt
243,angry_aggressive,M013587,a person hit something with right hand,1,0.80392474,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013587.txt
244,angry_aggressive,M005216,a person hit something with right hand,1,0.80392474,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005216.txt
245,angry_aggressive,M003173,a person gives an uppercut with his left hand,1,0.80375576,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003173.txt
246,angry_aggressive,001128,a person slaps their hands against their legs,0,0.8036746,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001128.txt
247,angry_aggressive,M001128,a person slaps their hands against their legs,0,0.8036746,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001128.txt
248,angry_aggressive,003237,a person does light punches with their right hand.,0,0.8035745,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003237.txt
249,angry_aggressive,003258,a person throws an overhand right punch followed by an overhand left punch.,1,0.803565,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003258.txt
250,angry_aggressive,006996,a person turns to the right and punches with their right arm.,2,0.80336237,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006996.txt
251,angry_aggressive,006493,a person throws something overhand with their right hand,1,0.80314255,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006493.txt
252,angry_aggressive,M010263,person stretches out lots of times wide stance and punches forward,1,0.80301774,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010263.txt
253,angry_aggressive,010263,person stretches out lots of times wide stance and punches forward,1,0.80301774,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010263.txt
254,angry_aggressive,M001681,a person makes a forward smashing gesture with their left arm,2,0.8030107,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001681.txt
255,angry_aggressive,M003237,a person does light punches with their left hand.,0,0.80292284,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003237.txt
256,angry_aggressive,010446,a person throws something with their right hand hard,0,0.80245215,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010446.txt
257,angry_aggressive,003173,a person gives an uppercut with his right hand,1,0.80226207,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003173.txt
258,angry_aggressive,M001396,a person throws an uppercut with the left hand.,0,0.80218077,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001396.txt
259,angry_aggressive,013973,a person through punches with both their hands.,0,0.80184394,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013973.txt
260,angry_aggressive,M013973,a person through punches with both their hands.,0,0.80184394,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013973.txt
261,angry_aggressive,M001101,a person is holding their arms up by their face and then throws a punch with their left hand,0,0.8017331,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001101.txt
262,angry_aggressive,000579,a person strikes something with with his left hand while repeatedly striking  something with his right hand,2,0.8015049,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000579.txt
263,angry_aggressive,003930,a person is standing and uses their right arm to punch upwards.,0,0.80138355,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003930.txt
264,angry_aggressive,M003258,a person throws an overhand left punch followed by an overhand right punch.,1,0.80137223,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003258.txt
265,angry_aggressive,M005515,a person punches several times before pushing something to their left.,0,0.8012192,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005515.txt
266,angry_aggressive,M006493,a person throws something overhand with their left hand,1,0.80117786,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006493.txt
267,angry_aggressive,M003277,a person punches with their left arm.,0,0.8009581,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003277.txt
268,angry_aggressive,001840,hands in fighting position while the left foot kicks aggressively up and over.,1,0.8004787,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001840.txt
269,angry_aggressive,003277,a person punches with their right arm.,0,0.8004542,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003277.txt
270,angry_aggressive,001396,a person throws an uppercut with the right hand.,0,0.8003539,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001396.txt
271,angry_aggressive,M000579,a person strikes something with with his right hand while repeatedly striking  something with his left hand,2,0.8003108,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000579.txt
272,angry_aggressive,003051,person punches towards the left,2,0.79992396,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003051.txt
273,angry_aggressive,M008469,a person throwing something with the left hand,1,0.7998609,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008469.txt
274,angry_aggressive,M010155,a person kicks their left leg then punches with left and right hands repeatedly.,0,0.79963917,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010155.txt
275,angry_aggressive,M014433,a person punches something straight out then lower and lower.,1,0.79941607,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M014433.txt
276,angry_aggressive,014433,a person punches something straight out then lower and lower.,1,0.79941607,/Data/yash.bhardwaj/datasets/HumanML3D/texts/014433.txt
277,angry_aggressive,011282,a person is hitting something with their right hand over and over again.,2,0.7990814,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011282.txt
278,angry_aggressive,001681,a person makes a forward smashing gesture with their right arm,2,0.79878986,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001681.txt
279,angry_aggressive,M002485,a person throws something very hard with their left hand.,1,0.7984418,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002485.txt
280,angry_aggressive,M012384,a person throws something with both hands.,0,0.79840755,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012384.txt
281,angry_aggressive,012384,a person throws something with both hands.,0,0.79840755,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012384.txt
282,angry_aggressive,M003051,person punches towards the right,2,0.79837,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003051.txt
283,angry_aggressive,M008236,a person makes a fists up motion followed by a wiping motion,1,0.7983671,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008236.txt
284,angry_aggressive,008236,a person makes a fists up motion followed by a wiping motion,1,0.7983671,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008236.txt
285,angry_aggressive,001143,a person makes a large slapping motion with their right arm,1,0.7981499,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001143.txt
286,angry_aggressive,002929,a person throws something with their right hand,0,0.7980344,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002929.txt
287,angry_aggressive,010940,a person throws something with their right hand,0,0.7980344,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010940.txt
288,angry_aggressive,005021,a person throws something with their right hand,0,0.7980344,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005021.txt
289,angry_aggressive,000528,a person throws something with their right hand,2,0.7980344,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000528.txt
290,angry_aggressive,007376,a person throws something with their right hand,0,0.7980344,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007376.txt
291,angry_aggressive,001264,a person throws something with their right hand,0,0.7980344,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001264.txt
292,angry_aggressive,002485,a person throws something very hard with their right hand.,1,0.797683,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002485.txt
293,angry_aggressive,011609,person ducks a punch while in a fighting stance,1,0.79745203,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011609.txt
294,angry_aggressive,M011609,person ducks a punch while in a fighting stance,1,0.79745203,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011609.txt
295,angry_aggressive,M007745,a person punches with their left hand and then their right.,1,0.79723155,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007745.txt
296,angry_aggressive,013986,a person doing fast quick punches with their right hand.,2,0.7972042,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013986.txt
297,angry_aggressive,M010446,a person throws something with their left hand hard,0,0.79705465,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010446.txt
298,angry_aggressive,M012256,a person steps forward then kicks something hard with their left arm,1,0.7965672,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012256.txt
299,angry_aggressive,008469,a person throwing something with the right hand,1,0.79629743,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008469.txt
300,angry_aggressive,M003715,a person kicks with his right hand.,2,0.7960849,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003715.txt
301,angry_aggressive,M000820,"a person lashes out with their right hand, punching.",2,0.7958426,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000820.txt
302,angry_aggressive,003100,"a person throws something forward using their right hand, turning their body while they throw",1,0.7958171,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003100.txt
303,angry_aggressive,M010153,a person punches forward with his left arm,2,0.795619,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010153.txt
304,angry_aggressive,010153,a person punches forward with his right arm,2,0.79560566,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010153.txt
305,angry_aggressive,002468,the person prepares to fight by raising there arms and getting in a fighting stance,0,0.79558784,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002468.txt
306,angry_aggressive,M002468,the person prepares to fight by raising there arms and getting in a fighting stance,0,0.79558784,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002468.txt
307,angry_aggressive,M013071,person makes fighting block and gets into fighting stance,2,0.79554397,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013071.txt
308,angry_aggressive,013071,person makes fighting block and gets into fighting stance,2,0.79554397,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013071.txt
309,angry_aggressive,M013986,a person doing fast quick punches with their left hand.,2,0.79536223,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013986.txt
310,angry_aggressive,010939,a person throwing something with the right hand and catching it back,0,0.7952098,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010939.txt
311,angry_aggressive,000794,a person throws something forcefully with their right hand and then steps in the direction they threw,2,0.79511505,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000794.txt
312,angry_aggressive,M010939,a person throwing something with the left hand and catching it back,0,0.79495484,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010939.txt
313,angry_aggressive,001271,a person in a fighting stance kicks out with his right foot.,2,0.7949418,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001271.txt
314,angry_aggressive,M006797,a man is punching something several times with both his hands.,0,0.79486495,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006797.txt
315,angry_aggressive,006797,a man is punching something several times with both his hands.,0,0.79486495,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006797.txt
316,angry_aggressive,M007817,a person lifts their left arm up and slams it down angrily.,0,0.794778,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007817.txt
317,angry_aggressive,004871,a person kicks something behind them.,0,0.79471576,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004871.txt
318,angry_aggressive,M004871,a person kicks something behind them.,0,0.79471576,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004871.txt
319,angry_aggressive,011769,a person throws something at the ground with their right hand.,2,0.79463243,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011769.txt
320,angry_aggressive,001841,a person catching something and throwing it back with their right hand,2,0.7945276,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001841.txt
321,angry_aggressive,011257,person throws something forward with right hand.,1,0.7944064,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011257.txt
322,angry_aggressive,004391,a person is boxing and throwing punches with right and then left hand.,1,0.79438525,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004391.txt
323,angry_aggressive,M004846,the person is punching at someone.,2,0.7943643,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004846.txt
324,angry_aggressive,004846,the person is punching at someone.,2,0.7943643,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004846.txt
325,angry_aggressive,M011282,a person is hitting something with their left hand over and over again.,2,0.7942952,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011282.txt
326,angry_aggressive,001101,a person is holding their arms up by their face and then throws a punch with their right hand,0,0.7942045,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001101.txt
327,angry_aggressive,003715,a person kicks with his left hand.,2,0.79418623,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003715.txt
328,angry_aggressive,005216,a person hit something with left hand,1,0.7938677,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005216.txt
329,angry_aggressive,013587,a person hit something with left hand,1,0.7938677,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013587.txt
330,angry_aggressive,M010940,a person throws something with their left hand,0,0.7937428,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010940.txt
331,angry_aggressive,M005021,a person throws something with their left hand,0,0.7937428,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005021.txt
332,angry_aggressive,M002929,a person throws something with their left hand,0,0.7937428,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002929.txt
333,angry_aggressive,M007376,a person throws something with their left hand,0,0.7937428,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007376.txt
334,angry_aggressive,M001264,a person throws something with their left hand,0,0.7937428,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001264.txt
335,angry_aggressive,M000528,a person throws something with their left hand,2,0.7937428,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000528.txt
336,angry_aggressive,013098,a person throw something with right hand,0,0.7937057,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013098.txt
337,angry_aggressive,M003100,"a person throws something forward using their left hand, turning their body while they throw",1,0.7936642,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003100.txt
338,angry_aggressive,M014342,a person kicks and punches in a manner consistant with martial arts.,2,0.7933733,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M014342.txt
339,angry_aggressive,014342,a person kicks and punches in a manner consistant with martial arts.,2,0.7933733,/Data/yash.bhardwaj/datasets/HumanML3D/texts/014342.txt
340,angry_aggressive,M001841,a person catching something and throwing it back with their left hand,2,0.7927346,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001841.txt
341,angry_aggressive,M000794,a person throws something forcefully with their left hand and then steps in the direction they threw,2,0.7927127,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000794.txt
342,angry_aggressive,005008,a person is doing a boxing motion upwards,1,0.79207706,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005008.txt
343,angry_aggressive,M005008,a person is doing a boxing motion upwards,1,0.79207706,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005008.txt
344,angry_aggressive,001966,a person starts a fight and shoves their opponent.,0,0.7918688,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001966.txt
345,angry_aggressive,M001966,a person starts a fight and shoves their opponent.,0,0.7918688,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001966.txt
346,angry_aggressive,M006434,a person standing uses their left arm to throw something down in a forceful motion.,2,0.79177576,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006434.txt
347,angry_aggressive,M002811,a person uses both hands to throw something,2,0.791685,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002811.txt
348,angry_aggressive,002811,a person uses both hands to throw something,2,0.791685,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002811.txt
349,angry_aggressive,012801,the person throws punches as if practicing fighting.,0,0.7916559,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012801.txt
350,angry_aggressive,M012801,the person throws punches as if practicing fighting.,0,0.7916559,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012801.txt
351,angry_aggressive,M000140,a person raises both arms and punch's with its left arm.,1,0.7916229,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000140.txt
352,angry_aggressive,007465,the person is punching to the right.,1,0.7914232,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007465.txt
353,angry_aggressive,007586,"a person paces in a rough circle, while thrashing their hands angrily.",2,0.7913947,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007586.txt
354,angry_aggressive,M007586,"a person paces in a rough circle, while thrashing their hands angrily.",2,0.7913947,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007586.txt
355,angry_aggressive,006105,a person throws something with its right hand.,1,0.79118633,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006105.txt
356,angry_aggressive,M013678,a person punches the air with their right hand and then their left hand,0,0.7910871,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013678.txt
357,angry_aggressive,001928,"person kicks out with their right foot, but stays standing in place. person seems both frustrated and dejected.",0,0.7910483,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001928.txt
358,angry_aggressive,M011352,person is practicing boxing punches,2,0.7909248,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011352.txt
359,angry_aggressive,011352,person is practicing boxing punches,2,0.7909248,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011352.txt
360,angry_aggressive,M001271,a person in a fighting stance kicks out with his left foot.,2,0.79085827,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001271.txt
361,angry_aggressive,M001840,hands in fighting position while the right foot kicks aggressively up and over.,1,0.7906424,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001840.txt
362,angry_aggressive,002741,a person throws something from their right hand.,1,0.7901482,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002741.txt
363,angry_aggressive,M004136,a person punches forward with alternating arms,1,0.7899548,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004136.txt
364,angry_aggressive,004136,a person punches forward with alternating arms,1,0.7899548,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004136.txt
365,angry_aggressive,M006457,a person catches something and throws it with his hands.,1,0.7898576,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006457.txt
366,angry_aggressive,006457,a person catches something and throws it with his hands.,1,0.7898576,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006457.txt
367,angry_aggressive,M004228,a person dodges punches while being attacked.,2,0.78944486,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004228.txt
368,angry_aggressive,004228,a person dodges punches while being attacked.,2,0.78944486,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004228.txt
369,angry_aggressive,M002440,the person is punching something.,0,0.78925705,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002440.txt
370,angry_aggressive,002440,the person is punching something.,0,0.78925705,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002440.txt
371,angry_aggressive,008115,the person is punching something.,0,0.78925705,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008115.txt
372,angry_aggressive,M002736,the person is punching something.,0,0.78925705,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002736.txt
373,angry_aggressive,M008115,the person is punching something.,0,0.78925705,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008115.txt
374,angry_aggressive,002736,the person is punching something.,0,0.78925705,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002736.txt
375,angry_aggressive,008754,a person catches something and throws it with his right hand.,0,0.78925216,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008754.txt
376,angry_aggressive,000140,a person raises both arms and punch's with its right arm.,1,0.7888943,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000140.txt
377,angry_aggressive,M013098,a person throw something with left hand,0,0.7888731,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013098.txt
378,angry_aggressive,005873,a person throws something hard,2,0.78867257,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005873.txt
379,angry_aggressive,M005873,a person throws something hard,2,0.78867257,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005873.txt
380,angry_aggressive,011156,a person kicks something off their right foot.,2,0.7884017,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011156.txt
381,angry_aggressive,001989,"someone in a fighting stance, kicking with their left foot.",0,0.7883644,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001989.txt
382,angry_aggressive,005393,a person punches their right arm up.,1,0.7883402,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005393.txt
383,angry_aggressive,M005450,a person is throwing something with his left hand,1,0.7882764,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005450.txt
384,angry_aggressive,005384,a person is boxing and moves his left hand upwards.,1,0.78825974,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005384.txt
385,angry_aggressive,M006790,a person kicks something and raises left hand to his face.,2,0.7880957,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006790.txt
386,angry_aggressive,M011661,a person alternates right and left hands hitting something.,2,0.78803706,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011661.txt
387,angry_aggressive,M001989,"someone in a fighting stance, kicking with their right foot.",0,0.7880355,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001989.txt
388,angry_aggressive,006613,a person gathering force to throw something.,0,0.787969,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006613.txt
389,angry_aggressive,M006613,a person gathering force to throw something.,0,0.787969,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006613.txt
390,angry_aggressive,M002907,person throwing something on the ground,1,0.78779393,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002907.txt
391,angry_aggressive,002907,person throwing something on the ground,1,0.78779393,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002907.txt
