motion_id,style,caption,source_file
M035924,old_elderly,a person walks around the room in a counterclockwise position.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035924.txt
035925,old_elderly,a person pretends to be a chicken,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035925.txt
M035925,old_elderly,a person who is walking backwards,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035925.txt
035926,old_elderly,a person grabbed something and start to sweep with something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035926.txt
M035926,old_elderly,a person is picking up something from ground,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035926.txt
035927,old_elderly,"a person turns around, walks five steps, turns around and walks back to the starting point, and spreads his arms.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035927.txt
M035927,old_elderly,a person who is walking backwards,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035927.txt
035928,old_elderly,a person moonwalks in a clockwise hemi-circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035928.txt
M035928,old_elderly,a person moonwalks in a counter-clockwise hemi-circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035928.txt
035929,old_elderly,the man is doing a back up toss,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035929.txt
M035929,old_elderly,this person steps backwards as if frightened.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035929.txt
035930,old_elderly,the person picked up the van tastic to the right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035930.txt
M035930,old_elderly,the person took a large step to step over some thing.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035930.txt
035931,old_elderly,"a person walks backwards, turns around, then walks backwards again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035931.txt
M035931,old_elderly,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035931.txt
035932,old_elderly,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035932.txt
M035932,old_elderly,"a person walks backwards in a straight line, then slowly walks backwards in a straight line.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035932.txt
035933,old_elderly,a person walks backwards in a clockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035933.txt
M035933,old_elderly,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035933.txt
035934,old_elderly,"a person walks backwards to the back right, turns and walks backwards to the front left, and then turns around again and walks backwards to the back right again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035934.txt
M035934,old_elderly,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035934.txt
035935,old_elderly,"a person turns to the back, then to the side facing right, then back to forward.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035935.txt
M035935,old_elderly,a person moonwalks in a counter-clockwise hemi-circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035935.txt
035936,old_elderly,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035936.txt
M035936,old_elderly,a person walks backwards in a clockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035936.txt
035937,old_elderly,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035937.txt
M035937,old_elderly,a person who is walking backwards,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035937.txt
035938,old_elderly,a person walks backwards in a clockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035938.txt
M035938,old_elderly,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035938.txt
035939,old_elderly,"a person walks backwards, then waves with their left hand.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035939.txt
M035939,old_elderly,"a person walks backwards, then waves with their right hand.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035939.txt
035940,old_elderly,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035940.txt
M035940,old_elderly,a person s moonwalks backward for 4 seconds.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035940.txt
035941,old_elderly,"a person walks forward, turns around and walks back, then trips and turns around again walking forward with a limp.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035941.txt
M035941,old_elderly,"a person walks forward, turns around, stumbles, recovers and continues to walk forward, turns and then limps forward.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035941.txt
035942,old_elderly,"figure walks with relaxed swinging arms forward in a large leftward arc for about a half circle, then checks, turns slightly left and walks straight forward.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035942.txt
M035942,old_elderly,walking in a circle then stoppping.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035942.txt
035943,old_elderly,a person walks in a circle to the right holding backpack with both hands behind back.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035943.txt
M035943,old_elderly,the person is walking around in a circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035943.txt
035944,old_elderly,"a person walks forward, trips over something, stops to check his foot, and then continues walking.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035944.txt
M035944,old_elderly,a person walks around in a circle then bends down to pick something up.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035944.txt
035945,old_elderly,the person is walking around in a circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035945.txt
M035945,old_elderly,a person slowly walks in a circle and then starts jogging in a circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035945.txt
035946,old_elderly,person walking casually in circular motion,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035946.txt
M035946,old_elderly,the person is walking around in a circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035946.txt
035947,old_elderly,a person walks in a circle counterclockwise.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035947.txt
M035947,old_elderly,walking in circles shuffling their feet,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035947.txt
035948,old_elderly,"a person walks in a clockwise circle, then twists their torso",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035948.txt
M035948,old_elderly,"a person walks in a semi circle to the left, turns around, and walks back in the same line.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035948.txt
035949,old_elderly,this person walks slowly from left to right and turns his body to the left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035949.txt
M035949,old_elderly,"a person walks, turns and then walks exaggerated steps like uphill.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035949.txt
035950,old_elderly,"a person walks forward 3 steps, trips, turns around, and limps back to where they started.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035950.txt
M035950,old_elderly,"a person walks forward, turns around and walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035950.txt
035951,old_elderly,"a person walks slowly, turns around and walks in the opposite direction.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035951.txt
M035951,old_elderly,a person walks forward very slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035951.txt
035952,old_elderly,"a person walks forward, turns around, and then walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035952.txt
M035952,old_elderly,"a person walks forwards slowly, turns and walks back slowly.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035952.txt
035953,old_elderly,"a person walks forwards, sidesteps right, then backwards and to their original spot.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035953.txt
M035953,old_elderly,"someone is walking forward and looking backwards, and then running a big",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035953.txt
035954,old_elderly,"someone is walking forward and looking backwards, and then running a big",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035954.txt
M035954,old_elderly,"a person walks forwards slowly, turns and walks back slowly.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035954.txt
035955,old_elderly,"a person walks forward slowly, turns around and walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035955.txt
M035955,old_elderly,"a person walks forward slowly, turns around and walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035955.txt
035956,old_elderly,"a person walks forward, turns around, and then walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035956.txt
M035956,old_elderly,"a person walks forward, turns around, and then walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035956.txt
035957,old_elderly,a person is walking with his knees bent.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035957.txt
M035957,old_elderly,a person walks slowly forward and turns to the right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035957.txt
035958,old_elderly,"this person steps quickly, one time to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035958.txt
M035958,old_elderly,"this person steps foot over foot, turns to left and walks briskly.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035958.txt
035959,old_elderly,"a person walks sideways, then walks confidently in a diagonal line.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035959.txt
M035959,old_elderly,a person walks slowly and stops.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035959.txt
035960,old_elderly,a person is walking with his knees bent.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035960.txt
M035960,old_elderly,"a person walks sideways, then walks confidently in a diagonal line.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035960.txt
035961,old_elderly,a person who seems to be lifting something with their right hand,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035961.txt
M035961,old_elderly,a man moves his right hand in front of him and then lowers it.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035961.txt
035962,old_elderly,a person crosses their arms,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035962.txt
M035962,old_elderly,a person crosses their arms,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035962.txt
035963,old_elderly,a man moves his right hand in front of him and then lowers it.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035963.txt
M035963,old_elderly,a man moves his right arm side to side than shakes his left hand and moves it side to side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035963.txt
035964,old_elderly,a person who seems to be lifting a dumbbell with their right hand,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035964.txt
M035964,old_elderly,a man moves his left hand in front of him and then lowers it.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035964.txt
035965,old_elderly,a person who seems to be lifting something with their right hand,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035965.txt
M035965,old_elderly,a man moves his right hand in front of him and then lowers it.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035965.txt
035966,old_elderly,a man moves his right hand in front of him and then lowers it.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035966.txt
M035966,old_elderly,a man moves his right hand in front of him and then lowers it.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035966.txt
035967,old_elderly,a man moves his right hand in front of him and then lowers it.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035967.txt
M035967,old_elderly,a person raises their right arm and waves their hand side to side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035967.txt
035968,old_elderly,a person who seems to be lifting something with their right hand,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035968.txt
M035968,old_elderly,a man moves his right hand in front of him and then lowers it.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035968.txt
035969,old_elderly,a man moves his right hand in front of him and then lowers it.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035969.txt
M035969,old_elderly,a man moves his right arm around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035969.txt
035970,old_elderly,a person crosses their arms,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035970.txt
M035970,old_elderly,a man moves his left hand in front of him and then lowers it.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035970.txt
035971,old_elderly,"a person side-steps to the right for a few steps, then side steps to the left for a couple of steps, then goes right and left, then walks to the right.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035971.txt
M035971,old_elderly,a person is walking and goes side to side,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035971.txt
035972,old_elderly,"a person walks forward and slightly skips with right foot and turns to walk in a circular motion, while simultaneously shaking their hands and arms in a stressed or excited manner.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035972.txt
M035972,old_elderly,a person quickly walks in a circle with left arm raised and right arm lowered.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035972.txt
035973,old_elderly,a person quickly spins around counterclockwise and then clockwise with his hands out to the side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035973.txt
M035973,old_elderly,"a person sways and dances around a small area, with a twirl toward the end.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035973.txt
035974,old_elderly,a person walking like a penguin in a circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035974.txt
M035974,old_elderly,"person walks sideways to the right taking two steps before spinning counter clockwise, repetlats the steps moving to the left and spinning counterclockwise a total of four times.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035974.txt
035975,old_elderly,a person is walking around and acknowledging people greeting him.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035975.txt
M035975,old_elderly,a person dances while moving around in a small circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035975.txt
035976,old_elderly,a person skips side by side horizontally.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035976.txt
M035976,old_elderly,"someone hold heads in hands and bend to the right, trying to dodge something.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035976.txt
035977,old_elderly,a person skips in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035977.txt
M035977,old_elderly,person is slowly walking around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035977.txt
035978,old_elderly,a person jogs to their left and then their right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035978.txt
M035978,old_elderly,a person hops from one foot to the other and then does a forward kick flip.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035978.txt
035979,old_elderly,a person slowly walks sideways to their right while alternate feet front to back and crossing-over; then steps back to their left sideways without crossing feet over.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035979.txt
M035979,old_elderly,"a person side-steps to the right, and then side-steps to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035979.txt
035980,old_elderly,walking side to side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035980.txt
M035980,old_elderly,walking side to side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035980.txt
035981,old_elderly,a person steps sideways to their left before stepping sideways to their right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035981.txt
M035981,old_elderly,a person walks sideways to the right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035981.txt
035982,old_elderly,"a person side steps to the right, then the left, and then back to the origin.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035982.txt
M035982,old_elderly,a person walks sideways leading with the left leg then followed by the right leg.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035982.txt
035983,old_elderly,"a person walks sideways to the right, and then back to left",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035983.txt
M035983,old_elderly,"a person walks sideways to the left, and then back to right",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035983.txt
035984,old_elderly,"a person walks sideways to the left, stops, then walks sideways to the right.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035984.txt
M035984,old_elderly,"a person walks sideways to the right, then forward, turns around and walks forward, then turns around.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035984.txt
035985,old_elderly,"a person side steps to the right and then to the left, and back to the middle.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035985.txt
M035985,old_elderly,"a man side steps to the left, then side steps to the right, then side steps to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035985.txt
035986,old_elderly,"a person walks sideways to their right, then forward, turns around and walks forward, then turns around.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035986.txt
M035986,old_elderly,a man side steps carefully away with his arms held outstretched as if to be protecting or sheilding someone,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035986.txt
035987,old_elderly,the person is moving sideways in diagonal shape.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035987.txt
M035987,old_elderly,a person steps sideways to their left before stepping sideways to their right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035987.txt
035988,old_elderly,a person walks sideways around an object.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035988.txt
M035988,old_elderly,a person walks sideways around an object.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035988.txt
035989,old_elderly,"a person steps to the side, steps forward over something, then steps sideways over something",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035989.txt
M035989,old_elderly,"a person walks sideways, then walks confidently in a diagonal line.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035989.txt
035990,old_elderly,"a person carefully steps to the side, going to their right first and then their left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035990.txt
M035990,old_elderly,"a person carefully steps to the side, going to their left first and then their right.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035990.txt
035991,old_elderly,"a person walks forward, turns and jogs back ending with a three-quarter turn.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035991.txt
M035991,old_elderly,walking forward and then backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035991.txt
035992,old_elderly,"a person walks backwards, then walks backward in an anti clockwise circle and continues walking backwards to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035992.txt
M035992,old_elderly,a man walks backwards and then forwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035992.txt
035993,old_elderly,"a person walks sideways to the left, and then back to right",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035993.txt
M035993,old_elderly,a man sidesteps to the left then turns around and walks normally in the opposite direction.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035993.txt
035994,old_elderly,a person kicks forward then walks back multiple times.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035994.txt
M035994,old_elderly,a person kicks at something with their left leg.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035994.txt
035995,old_elderly,a person walks in a circle to the left holding backpack with both hands behind back.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035995.txt
M035995,old_elderly,a person is walking around and looking around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035995.txt
035996,old_elderly,the person is walking backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035996.txt
M035996,old_elderly,"a person walks in a counterclockwise circle, then twists their torso",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035996.txt
035997,old_elderly,"a person walks backwards, then walks backward in an anti clockwise circle and continues walking backwards to the right.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035997.txt
M035997,old_elderly,"a person walks backwards, then walks backward in an anti counterclockwise circle and continues walking backwards to the right.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035997.txt
035998,old_elderly,the person is walking backwards trying to think.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035998.txt
M035998,old_elderly,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035998.txt
035999,old_elderly,the person is stepping sideways to the left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035999.txt
M035999,old_elderly,"a person side steps to the right, the left, and then back to the origin.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035999.txt
036000,old_elderly,a man sidesteps back and forth along the platform.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036000.txt
M036000,old_elderly,"a person side steps to the right; left then right, the left again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036000.txt
