rank,style,motion_id,best_caption,best_caption_idx,similarity,source_file
190,old_elderly,M008614,a person leans forward then hops back trying to catch something,1,0.74737346,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008614.txt
191,old_elderly,007178,the person raises and lowers their left hand while sitting.,1,0.74727666,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007178.txt
192,old_elderly,M003671,a person steps back and carefully sits down as if on a chair before rising and stepping forward again.,1,0.7470869,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003671.txt
193,old_elderly,003671,a person steps back and carefully sits down as if on a chair before rising and stepping forward again.,1,0.7470869,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003671.txt
194,old_elderly,005663,a person moves back and forth with their right arm and then seems to wave goodbye,1,0.74701416,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005663.txt
195,old_elderly,M000611,a person loses their balance and falls slightly to their left,1,0.74692506,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000611.txt
196,old_elderly,M006835,a person scrambles to sit.,2,0.7468755,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006835.txt
197,old_elderly,006835,a person scrambles to sit.,2,0.7468755,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006835.txt
198,old_elderly,M003494,person picks up something on their right side and moves it to their left side,0,0.7467387,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003494.txt
199,old_elderly,M002686,the person approaches and slowly walks around the back of a chair to their left then sits down.,0,0.7466786,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002686.txt
200,old_elderly,M006023,a person reaches down towards their right leg and then goes back up to standing position,2,0.74661213,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006023.txt
201,old_elderly,009802,"a person bends down, pushes something heavy in a straight line",1,0.7465691,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009802.txt
202,old_elderly,M009802,"a person bends down, pushes something heavy in a straight line",1,0.7465691,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009802.txt
203,old_elderly,008371,a person slowly walks forward with their arms swinging gently at their sides.,2,0.74655175,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008371.txt
204,old_elderly,M008371,a person slowly walks forward with their arms swinging gently at their sides.,2,0.74655175,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008371.txt
205,old_elderly,M013208,a person walks forward slowly and then stops and bends over to pick up something with their left arm and hand.,2,0.746542,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013208.txt
206,old_elderly,001162,a person lifts an object and moves it from left to right and set it back down,2,0.74653256,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001162.txt
207,old_elderly,M011578,a person walks forward slowly then bends down and picks something up with their left hand.,2,0.7465217,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011578.txt
208,old_elderly,M014613,a person reaches form something on the right and moves it to the left.,1,0.74633706,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M014613.txt
209,old_elderly,M006288,a person in a seated position moves their left hand up and down while keeping their right hand in place.,2,0.7462789,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006288.txt
210,old_elderly,003630,a person kneels to the ground using their left hand as balance whilst on the way down,2,0.74625164,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003630.txt
211,old_elderly,M012993,a person gets up from sitting.,2,0.7462494,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012993.txt
212,old_elderly,012993,a person gets up from sitting.,2,0.7462494,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012993.txt
213,old_elderly,M005426,a person reaches forward with his left hand,2,0.7461512,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005426.txt
214,old_elderly,013456,a person moves backwards and sits in a chair.,0,0.74598336,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013456.txt
215,old_elderly,M013456,a person moves backwards and sits in a chair.,0,0.74598336,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013456.txt
216,old_elderly,006758,a person takes a step sideways to their right and assumes a seated position.,0,0.74593836,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006758.txt
217,old_elderly,009970,a person repeatedly reaches for an object and appears to put it back with their right hand.,1,0.7458999,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009970.txt
218,old_elderly,005618,a person lunges forward thrusting their left hand out at the same time,0,0.74575996,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005618.txt
219,old_elderly,M006758,a person takes a step sideways to their left and assumes a seated position.,0,0.7457042,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006758.txt
220,old_elderly,M006341,a person begins to walk forward and then sit down on a chair.,1,0.7456497,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006341.txt
221,old_elderly,006341,a person begins to walk forward and then sit down on a chair.,1,0.7456497,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006341.txt
222,old_elderly,M006565,a person picks something up in front of him and moves it to the side,0,0.74556404,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006565.txt
223,old_elderly,006565,a person picks something up in front of him and moves it to the side,0,0.74556404,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006565.txt
224,old_elderly,M010786,a person that gets down on their knees using their right hand to support them to get down,2,0.7455556,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010786.txt
225,old_elderly,010812,a person leans down as if to pick up something heavy and and tosses it to their right.,0,0.7455157,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010812.txt
226,old_elderly,002686,the person approaches and slowly walks around the back of a chair to their right then sits down.,0,0.74546385,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002686.txt
227,old_elderly,M009605,a person limps back and forth clutching their right knee.,2,0.74546194,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009605.txt
228,old_elderly,M011988,a person bends down forward.,1,0.7454401,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011988.txt
229,old_elderly,011988,a person bends down forward.,1,0.7454401,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011988.txt
230,old_elderly,012853,a person performs a stretch to the right,1,0.74543166,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012853.txt
231,old_elderly,008199,a slouched person hits something softly with their right hand,1,0.74542296,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008199.txt
232,old_elderly,M012853,a person performs a stretch to the left,1,0.7453998,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012853.txt
233,old_elderly,002892,"a person stands, raises their wrist, then lowers it and moves back and forth",1,0.74524325,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002892.txt
234,old_elderly,M002892,"a person stands, raises their wrist, then lowers it and moves back and forth",1,0.74524325,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002892.txt
235,old_elderly,M010942,a person raises their left hand slightly then sets it back down.,0,0.74513936,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010942.txt
236,old_elderly,M011623,"a person limps back and forth, dragging their left leg with their hands.",1,0.7450787,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011623.txt
237,old_elderly,000844,a person rotating down to the ground and reaching with one arm.,0,0.7450614,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000844.txt
238,old_elderly,M000844,a person rotating down to the ground and reaching with one arm.,0,0.7450614,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000844.txt
239,old_elderly,M002042,a person tilts over then stand up shifting both hands to the left.,0,0.7450467,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002042.txt
240,old_elderly,M013329,a person places their arms to their sides and slowly turns in place.,1,0.7450422,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013329.txt
241,old_elderly,013329,a person places their arms to their sides and slowly turns in place.,1,0.7450422,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013329.txt
242,old_elderly,M006599,person picks up something on their right and sets it down on their left,1,0.7449986,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006599.txt
243,old_elderly,012584,a person reaches his left arm straight out,0,0.7449938,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012584.txt
244,old_elderly,M000434,a person walks forward while putting their left arm on something for support,1,0.7448485,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000434.txt
245,old_elderly,006514,"a person puts their hands on their knee, then gets up and walks towards the right.",0,0.744827,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006514.txt
246,old_elderly,M004452,a person grabs something with their left hand and moves it slightly to the left.,1,0.7447918,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004452.txt
247,old_elderly,010145,a person is pushed hard to their left and they recover into a standing position.,0,0.7446129,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010145.txt
248,old_elderly,M009429,person is sitting down leaving at someone with the left arm.,0,0.74460536,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009429.txt
249,old_elderly,M003163,a person is moving their left hand back and forth in front of their face.,2,0.74456394,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003163.txt
250,old_elderly,M001761,person moves forward and moves left hand with something in it carefully,1,0.7445362,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001761.txt
251,old_elderly,011297,a person raises their right leg then sets it back down.,1,0.7442901,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011297.txt
252,old_elderly,M010200,a person raises their right leg then sets it back down.,1,0.7442901,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010200.txt
253,old_elderly,M001249,a person steps forward and reaches down to grab or place something with their right hand.,0,0.74425995,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001249.txt
254,old_elderly,003494,person picks up something on their left side and moves it to their right side,0,0.744187,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003494.txt
255,old_elderly,M003896,"a person reaches down to grab something, then placing it off to their left, and then reaching down again.",1,0.74406075,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003896.txt
256,old_elderly,M003071,person moves forward and sits in chair briefly before standing back up and walking away,0,0.7439375,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003071.txt
257,old_elderly,003071,person moves forward and sits in chair briefly before standing back up and walking away,0,0.7439375,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003071.txt
258,old_elderly,005738,a person picks something up with their left hand and sets it down to their side.,1,0.74389416,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005738.txt
259,old_elderly,007198,a person carefully sits down backwards,1,0.7438004,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007198.txt
260,old_elderly,M007198,a person carefully sits down backwards,1,0.7438004,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007198.txt
261,old_elderly,M002303,"a person leans to their left, then bounces on their feet",1,0.7437817,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002303.txt
262,old_elderly,M003399,a person being pushed to their left,0,0.74376225,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003399.txt
263,old_elderly,012354,"a person stretches their arm out, curves outwards and returns it to the neutral position",0,0.7437552,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012354.txt
264,old_elderly,M012354,"a person stretches their arm out, curves outwards and returns it to the neutral position",0,0.7437552,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012354.txt
265,old_elderly,M009423,a person gets up from a chair while holding something with both hands.,2,0.7437254,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009423.txt
266,old_elderly,009423,a person gets up from a chair while holding something with both hands.,2,0.7437254,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009423.txt
267,old_elderly,M004178,a person moves their left arm up and down in front of them,2,0.7437043,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004178.txt
268,old_elderly,M011829,a person puts their arms down and it sitting.,2,0.74364763,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011829.txt
269,old_elderly,011829,a person puts their arms down and it sitting.,2,0.74364763,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011829.txt
270,old_elderly,M006514,"a person puts their hands on their knee, then gets up and walks towards the left.",0,0.74360514,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006514.txt
271,old_elderly,M011593,person moves forward and uses left  hand to  pick something up and move to side,0,0.7435944,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011593.txt
272,old_elderly,001063,a person lets their hand down from there head and puts something down.,0,0.7435866,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001063.txt
273,old_elderly,M001063,a person lets their hand down from there head and puts something down.,0,0.7435866,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001063.txt
274,old_elderly,006556,a person moves their right hand in front of their body quickly.,0,0.7435211,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006556.txt
275,old_elderly,003531,person is in a seating position and moved slowly towards the right turning head,2,0.7434782,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003531.txt
276,old_elderly,M011550,a person reaches out and slides their hand across something.,2,0.7434238,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011550.txt
277,old_elderly,011550,a person reaches out and slides their hand across something.,2,0.7434238,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011550.txt
278,old_elderly,M003900,a person bends down as if pushed.,0,0.7433532,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003900.txt
279,old_elderly,003900,a person bends down as if pushed.,0,0.7433532,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003900.txt
280,old_elderly,M005366,a person slowly walks forward hunched over and then picks something up with their right hand.,0,0.7433347,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005366.txt
281,old_elderly,M005663,a person moves back and forth with their left arm and then seems to wave goodbye,1,0.7433002,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005663.txt
282,old_elderly,003922,a person steps and almost falls backwards.,0,0.74320316,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003922.txt
283,old_elderly,M003922,a person steps and almost falls backwards.,0,0.74320316,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003922.txt
284,old_elderly,M003630,a person kneels to the ground using their right hand as balance whilst on the way down,2,0.74317557,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003630.txt
285,old_elderly,011312,a person is moving their left arm erratically.,2,0.743135,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011312.txt
286,old_elderly,M010843,"a person has left arm straight to side, and is trying to kick something with left leg",2,0.74307513,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010843.txt
287,old_elderly,012071,a person raises his left hand towards the head and then lowers it,2,0.74306494,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012071.txt
288,old_elderly,011807,a person lowers arm and claps once before walking forward to sit down.,2,0.7430315,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011807.txt
289,old_elderly,M011807,a person lowers arm and claps once before walking forward to sit down.,2,0.7430315,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011807.txt
290,old_elderly,M003621,a person is pushing something back and forward with their left hand.,2,0.7430137,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003621.txt
291,old_elderly,002042,a person tilts over then stand up shifting both hands to the right.,0,0.7429402,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002042.txt
292,old_elderly,M001065,a person sways slightly from left to right and uses him arms as if to balance himself.,0,0.7428421,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001065.txt
293,old_elderly,M000799,a person moving arms and right leg in a certain motion,2,0.7428287,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000799.txt
294,old_elderly,M001528,a person on their knees pushes themselves up with their right hand to a standing position,2,0.74276876,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001528.txt
295,old_elderly,M005322,a person gently lifts something from their right and sets it down on their left.,2,0.7426748,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005322.txt
296,old_elderly,M007526,"a person reaches slightly down first to their right, then to their left.",1,0.7426512,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007526.txt
297,old_elderly,014306,"a person raises their left hand slightly, then sets it back down.",0,0.7425481,/Data/yash.bhardwaj/datasets/HumanML3D/texts/014306.txt
298,old_elderly,003374,person bends down a little in a lifting position and moves hands left to right,2,0.74254394,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003374.txt
299,old_elderly,M013215,"a person steps forward very slowly, with their arms held out to either side and holding onto something for support.",1,0.7425356,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013215.txt
300,old_elderly,013215,"a person steps forward very slowly, with their arms held out to either side and holding onto something for support.",1,0.7425356,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013215.txt
301,old_elderly,001528,a person on their knees pushes themselves up with their left hand to a standing position,2,0.7425147,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001528.txt
302,old_elderly,005322,a person gently lifts something from their left and sets it down on their right.,2,0.7424903,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005322.txt
303,old_elderly,005523,a person leans quickly backward from something,0,0.74242437,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005523.txt
304,old_elderly,M005523,a person leans quickly backward from something,0,0.74242437,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005523.txt
305,old_elderly,M001856,a person shakingly goes to a sitting position.,1,0.7424039,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001856.txt
306,old_elderly,001856,a person shakingly goes to a sitting position.,1,0.7424039,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001856.txt
307,old_elderly,002712,"a person lowers their arms, then uses their right hand to push an object to the side.",2,0.7423452,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002712.txt
308,old_elderly,004921,a person reaches down to pick something up with left hand and stumbles.,0,0.74209756,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004921.txt
309,old_elderly,M013980,"a person slowly walked backward, and sat on the knee and hands",0,0.7420862,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013980.txt
310,old_elderly,013980,"a person slowly walked backward, and sat on the knee and hands",0,0.7420862,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013980.txt
311,old_elderly,000318,a person bends forward and picks up an object in their right hand.,2,0.74197686,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000318.txt
312,old_elderly,000799,a person moving arms and left leg in a certain motion,2,0.74191415,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000799.txt
313,old_elderly,M000335,a person raises its right arm then sets it back down.,1,0.7418721,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000335.txt
314,old_elderly,002558,a person limps forward while holding his side.,0,0.7418314,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002558.txt
315,old_elderly,M002558,a person limps forward while holding his side.,0,0.7418314,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002558.txt
316,old_elderly,M013057,the person lowers his left arm and takes a step forward.,2,0.74179554,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013057.txt
317,old_elderly,M003891,"a person picks up something with both hands, moves it to their left and then sets it back down.",1,0.7417675,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003891.txt
318,old_elderly,001954,a person limps while putting their hands on their right leg,0,0.7417489,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001954.txt
319,old_elderly,M004153,a figure repeatedly turns towards the left hand side,0,0.74157155,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004153.txt
320,old_elderly,009411,a person grabs something with their hands and takes a sideways step to the left.,1,0.7415521,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009411.txt
321,old_elderly,M012584,a person reaches his right arm straight out,0,0.74153304,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012584.txt
322,old_elderly,001035,a person doing loosening up by moving and bending.,1,0.74151087,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001035.txt
323,old_elderly,M001035,a person doing loosening up by moving and bending.,1,0.74151087,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001035.txt
324,old_elderly,000589,"a sitting person lowers their arms, then raises them.",2,0.7414946,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000589.txt
325,old_elderly,M000589,"a sitting person lowers their arms, then raises them.",2,0.7414946,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000589.txt
326,old_elderly,M007543,a person slightly bent over with right hand pressing against the air walks forward slowly,0,0.7414559,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007543.txt
327,old_elderly,000885,person lifts their right arm up to their side and puts it back down again,1,0.7414005,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000885.txt
328,old_elderly,M004872,"a person takes a step forward, then bends over while trying to reach something underneath him",2,0.74134743,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004872.txt
329,old_elderly,004872,"a person takes a step forward, then bends over while trying to reach something underneath him",2,0.74134743,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004872.txt
330,old_elderly,M004921,a person reaches down to pick something up with right hand and stumbles.,0,0.7413195,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004921.txt
331,old_elderly,M009071,a person sways their arms back and forth while bent over.,0,0.74124455,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009071.txt
332,old_elderly,009071,a person sways their arms back and forth while bent over.,0,0.74124455,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009071.txt
333,old_elderly,000434,a person walks forward while putting their right arm on something for support,1,0.7412413,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000434.txt
334,old_elderly,002198,a person walks foward slowly while holding onto something with their arms for balance.,1,0.7412093,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002198.txt
335,old_elderly,M002198,a person walks foward slowly while holding onto something with their arms for balance.,1,0.7412093,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002198.txt
336,old_elderly,M002050,person stumbles backwards and then puts their hand on their hand. they appear to be sick or feeling unwell,2,0.7411896,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002050.txt
337,old_elderly,002050,person stumbles backwards and then puts their hand on their hand. they appear to be sick or feeling unwell,2,0.7411896,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002050.txt
338,old_elderly,001801,a person is leaning forward and reaching for something.,1,0.7410697,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001801.txt
339,old_elderly,M001801,a person is leaning forward and reaching for something.,1,0.7410697,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001801.txt
340,old_elderly,M012678,"a figure raises its hands to shoulder level then lowers them, repeatedly",2,0.7410253,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012678.txt
341,old_elderly,012678,"a figure raises its hands to shoulder level then lowers them, repeatedly",2,0.7410253,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012678.txt
342,old_elderly,M001804,a person bends slightly to their right and picks something up then turns slightly to their left and places it down.,0,0.74101734,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001804.txt
343,old_elderly,004935,a person lifts something with both hands and moves it towards their right side then sets it down,2,0.74099815,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004935.txt
344,old_elderly,M005229,a person bends down and picks something up and then sets it down,2,0.7409586,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005229.txt
345,old_elderly,005229,a person bends down and picks something up and then sets it down,2,0.7409586,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005229.txt
346,old_elderly,011578,a person walks forward slowly then bends down and picks something up with their right hand.,2,0.7408858,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011578.txt
347,old_elderly,001761,person moves forward and moves right hand with something in it carefully,1,0.74084395,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001761.txt
348,old_elderly,M013079,"a person bends down, turning their head back and forth, looking for an object.",2,0.7408147,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013079.txt
349,old_elderly,013079,"a person bends down, turning their head back and forth, looking for an object.",2,0.7408147,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013079.txt
350,old_elderly,M013519,"a person picks something up with both hands, moves it and puts it down to their left",1,0.7407724,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013519.txt
351,old_elderly,M010721,a person picks something up on his right and sets down to his left,2,0.7406285,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010721.txt
352,old_elderly,M005054,a person slowly walked forward in left direction while grabbing something,1,0.74060965,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005054.txt
353,old_elderly,012256,a person steps forward then kicks something hard with their right arm,1,0.7405454,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012256.txt
354,old_elderly,M001672,a person moves his right arm up and his left arm downward.,1,0.74047655,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001672.txt
355,old_elderly,007543,a person slightly bent over with left hand pressing against the air walks forward slowly,0,0.74046934,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007543.txt
356,old_elderly,M002863,a person leans forward and picks something up off the ground with their left hand.,1,0.7403356,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002863.txt
357,old_elderly,M012499,a person strafes back and forth from left to right.,1,0.74031246,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012499.txt
358,old_elderly,002092,a person bends right arm and moves it back and forth several times while slightly leaning to the right.,1,0.7403004,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002092.txt
359,old_elderly,008825,a person lifts something up and sets it down to their right.,2,0.7402981,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008825.txt
360,old_elderly,004066,a person has their arms fully extended and then sits down on an invisible chair.,0,0.74016184,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004066.txt
361,old_elderly,M004066,a person has their arms fully extended and then sits down on an invisible chair.,0,0.74016184,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004066.txt
362,old_elderly,M005712,a person in a sitting position hitting with his left hand to throw something,1,0.74015075,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005712.txt
363,old_elderly,012600,a person has right arm up to push something away,1,0.7400055,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012600.txt
364,old_elderly,006511,a person stands still while gently moving their right arm back and forth.,2,0.7399988,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006511.txt
365,old_elderly,008821,a person is bending their knee and trying to lift something off the ground,2,0.73996186,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008821.txt
366,old_elderly,M008821,a person is bending their knee and trying to lift something off the ground,2,0.73996186,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008821.txt
367,old_elderly,M005344,"a person squats and eventually stands up, moving their left hand a bit.",1,0.73991984,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005344.txt
368,old_elderly,M000796,a person leans down and presses against something with their left hand before standing up and raising their arms,1,0.7398598,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000796.txt
369,old_elderly,008661,a person being slightly pushed forward,2,0.7398505,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008661.txt
370,old_elderly,M008661,a person being slightly pushed forward,2,0.7398505,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008661.txt
371,old_elderly,004310,"a person swivels their upper body around slowly, then takes a step left.",2,0.7398448,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004310.txt
372,old_elderly,M012149,person stands still then sits back slightly into a chair,2,0.73976517,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012149.txt
373,old_elderly,012149,person stands still then sits back slightly into a chair,2,0.73976517,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012149.txt
374,old_elderly,002387,"a person standing still moves left hand forward , backward  to the side and down.",2,0.7396635,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002387.txt
375,old_elderly,008340,a person is streching by leaning to their left side,2,0.7395941,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008340.txt
376,old_elderly,004158,a person walks forward using their left hand to steady themselves on an object.,0,0.7395698,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004158.txt
377,old_elderly,011824,a person stretches before sitting down in a chair,0,0.7395276,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011824.txt
