motion_id,style,caption,source_file
M036365,robot_mechanical,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036365.txt
036366,robot_mechanical,"with his elbows raised and flared to the sides, a person moves his hands from above his head down to his sides.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036366.txt
M036366,robot_mechanical,"a person walks in a counterclockwise circle, then twists their torso",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036366.txt
036367,robot_mechanical,a person walks backwards in a counter clockwise motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036367.txt
M036367,robot_mechanical,a person walks backwards in a counter counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036367.txt
036368,robot_mechanical,a person walks backwards in a clockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036368.txt
M036368,robot_mechanical,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036368.txt
036369,robot_mechanical,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036369.txt
M036369,robot_mechanical,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036369.txt
036370,robot_mechanical,the man is walking in counterclockwise,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036370.txt
M036370,robot_mechanical,"a person turns to their left, then to their right, then back to their original position and walks sideways for a few steps.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036370.txt
036371,robot_mechanical,"a person walks backwards, turns around then walks backwards again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036371.txt
M036371,robot_mechanical,"a person walks backwards, then turns around and walks backwards again in a counterclockwise circle.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036371.txt
036372,robot_mechanical,"a person turns around, backs up slightly, walks forward several steps, turns around and walks halfway back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036372.txt
M036372,robot_mechanical,someone is dancing the cha-cha.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036372.txt
036373,robot_mechanical,person is walking slowly on a treadmill.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036373.txt
M036373,robot_mechanical,a person walks around in a circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036373.txt
036374,robot_mechanical,a person turns around and begins running forward and then turn back around,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036374.txt
M036374,robot_mechanical,a person is dancing the cha cha.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036374.txt
036375,robot_mechanical,a person walks backwards in a straight line,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036375.txt
M036375,robot_mechanical,"a person takes a step backwards with their right foot, then performs a kick, kicking out forward with that foot. he raises his arms up to around chest height as he does the kick. after the end of the kick, he puts his arms down, back to resting position, and steps backward with the right foot again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036375.txt
036376,robot_mechanical,"a person walks backwards slowly, bent forwards.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036376.txt
M036376,robot_mechanical,"a person takes a step backwards with their left foot, then performs a kick, kicking out forward with that foot. he raises his arms up to around chest height as he does the kick. after the end of the kick, he puts his arms down, back to resting position, and steps backward with the left foot again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036376.txt
036377,robot_mechanical,a person turns to the left and then shifts his body to the right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036377.txt
M036377,robot_mechanical,a person turns to the right and then shifts his body to the left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036377.txt
036378,robot_mechanical,"a person walks backwards, then twists his body to the right and then to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036378.txt
M036378,robot_mechanical,"a person turns around, then walks forward and puts something down.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036378.txt
036379,robot_mechanical,a person walks backwards and then stops.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036379.txt
M036379,robot_mechanical,"a person takes 2 steps forward, turns around to the right and takes 2 steps back",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036379.txt
036380,robot_mechanical,"a person walks backwards, then moves forward and kicks out with his left leg.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036380.txt
M036380,robot_mechanical,"a person walks backwards slowly, bent forwards.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036380.txt
036381,robot_mechanical,"a person takes several steps forward with a slight limp, turns around, and lightly jogs back to their beginning position.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036381.txt
M036381,robot_mechanical,"a person walks forwards and turns around and walks back, pacing the same line as if they where stressed in a room.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036381.txt
036382,robot_mechanical,a person walks in a counterclockwise circle twice,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036382.txt
M036382,robot_mechanical,a person walks in a clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036382.txt
036383,robot_mechanical,a person walks slowly in a circle pattern.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036383.txt
M036383,robot_mechanical,a person walks slowly in a circle pattern.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036383.txt
036384,robot_mechanical,a person slowly walking while making a circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036384.txt
M036384,robot_mechanical,a person jogs in a clockwise circle two and a quarter times.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036384.txt
036385,robot_mechanical,"a person walks slowly, injured.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036385.txt
M036385,robot_mechanical,a person walks slowly in a circle pattern.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036385.txt
036386,robot_mechanical,a person is walking in a counterclockwise circle exhaustedly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036386.txt
M036386,robot_mechanical,a person walks slowly in a circle pattern.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036386.txt
036387,robot_mechanical,a person jogs in a clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036387.txt
M036387,robot_mechanical,a person walks in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036387.txt
036388,robot_mechanical,a person walks forward then turns around and walks back.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036388.txt
M036388,robot_mechanical,"a person walks forward slightly hunched, dragging their leg almost as though they are injured",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036388.txt
036389,robot_mechanical,walking in a diagonal line then back.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036389.txt
M036389,robot_mechanical,"a person walks sideways to the left, and then back to right",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036389.txt
036390,robot_mechanical,"a person walks in a oval shape, then stomps their foot.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036390.txt
M036390,robot_mechanical,a person walks in a circle clockwise.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036390.txt
036391,robot_mechanical,a person walks forward very slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036391.txt
M036391,robot_mechanical,"a man walks forward a few steps, turns around, sits on something, then stands back up and resumes walking.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036391.txt
036392,robot_mechanical,"a person walks forward, turns around, and then walks back to origin.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036392.txt
M036392,robot_mechanical,a person walks forward very slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036392.txt
036393,robot_mechanical,"a man walks, turns around, walks straight ahead, does a 360 then walks foward then backwards",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036393.txt
M036393,robot_mechanical,"a man walks, turns around, then walks straight ahead, before turning around again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036393.txt
036394,robot_mechanical,"this person steps foot over foot, turns to left and walks briskly.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036394.txt
M036394,robot_mechanical,"a person walks sideways, then walks confidently in a diagonal line.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036394.txt
036395,robot_mechanical,"a person walks forward, turns around and walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036395.txt
M036395,robot_mechanical,"a person walks forward, turns around, and then walks back to origin.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036395.txt
036396,robot_mechanical,a person slowly walked forward in right direction and return in left direction,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036396.txt
M036396,robot_mechanical,"a man side steps to the left, then side steps to the right, then side steps to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036396.txt
036397,robot_mechanical,the person is walking back and forth.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036397.txt
M036397,robot_mechanical,"this person slowly walks to the left, turns and walks back to the right.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036397.txt
036398,robot_mechanical,a man walks first to the left backwards then forward to the left while both of its arms are straight up ahead.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036398.txt
M036398,robot_mechanical,a person walks forward very slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036398.txt
036399,robot_mechanical,"a person walks sideways, then walks confidently in a diagonal line.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036399.txt
M036399,robot_mechanical,"a person walks sideways, then walks confidently in a diagonal line.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036399.txt
036400,robot_mechanical,"a person walks forwards slowly, turns and walks back slowly.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036400.txt
M036400,robot_mechanical,"this person steps foot over foot, turns to left and walks briskly.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036400.txt
036401,robot_mechanical,a person raises their right arm and waves.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036401.txt
M036401,robot_mechanical,a person who seems to be lifting a dumbbell with their left hand,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036401.txt
036402,robot_mechanical,"a person raises their left arm and brings it down forcefully in front of them, making a downwards slapping motion.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036402.txt
M036402,robot_mechanical,a person crosses their arms,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036402.txt
036403,robot_mechanical,a person raises their right arm and waves.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036403.txt
M036403,robot_mechanical,a person crosses their arms,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036403.txt
036404,robot_mechanical,a person raising their right hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036404.txt
M036404,robot_mechanical,"a person raises their arms and crosses them across their chest, and then lets their arms fall back to their side.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036404.txt
036405,robot_mechanical,a person crosses their arms,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036405.txt
M036405,robot_mechanical,the person is standing still and then takes a step forward to the right diagonally,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036405.txt
036406,robot_mechanical,a person raising their right hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036406.txt
M036406,robot_mechanical,a person crosses their arms,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036406.txt
036407,robot_mechanical,a person raises their left arm and waves.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036407.txt
M036407,robot_mechanical,a person checks their watch.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036407.txt
036408,robot_mechanical,a person quickly folds their arms while standing up,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036408.txt
M036408,robot_mechanical,the person put his arms up in his shoulder level bend and stretch to the back and front three times and stop.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036408.txt
036409,robot_mechanical,a person crosses their arms,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036409.txt
M036409,robot_mechanical,a person raises their right arm and waves.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036409.txt
036410,robot_mechanical,a person moves their right hand in a clockwise horizontal circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036410.txt
M036410,robot_mechanical,a person raises their left arm and waves.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036410.txt
036411,robot_mechanical,"a man sidesteps energetically to his left, then again to his right, then steps back and stops in a standing position.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036411.txt
M036411,robot_mechanical,"a person side-steps to the right for a few steps, then side steps to the left for a couple of steps, then goes right and left, then walks to the right.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036411.txt
036412,robot_mechanical,a person is doing the conga,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036412.txt
M036412,robot_mechanical,person is walking on uneven terrain.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036412.txt
036413,robot_mechanical,a person slowly walking forward while holding on to the handrails.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036413.txt
M036413,robot_mechanical,a man takes a step back and takes a jump,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036413.txt
036414,robot_mechanical,a person is walking sideways with their arms out and hunched down.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036414.txt
M036414,robot_mechanical,a person is walking sideways with their arms out and hunched down.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036414.txt
036415,robot_mechanical,person is walking and jumping around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036415.txt
M036415,robot_mechanical,a person walks in a counterclockwise circle while turning in different directions as if disoriented.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036415.txt
036416,robot_mechanical,a person is walking sideways with their arms out and hunched down.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036416.txt
M036416,robot_mechanical,a person walks sideways to the left for a few steps and then walks sideways to the right for a further distance,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036416.txt
036417,robot_mechanical,person staggers from front to their left and puts out left arm for stability,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036417.txt
M036417,robot_mechanical,a person dances while moving their arms.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036417.txt
036418,robot_mechanical,a person walks in a counterclockwise circle while turning in different directions as if disoriented.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036418.txt
M036418,robot_mechanical,"a person walks forwards, then gets pushed to the right, they recover and walk to their left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036418.txt
036419,robot_mechanical,the person is jogging back-and-forth from left to right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036419.txt
M036419,robot_mechanical,"a person walks sideways to the right, stops, then walks sideways to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036419.txt
036420,robot_mechanical,a person shuffles to the left and then right,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036420.txt
M036420,robot_mechanical,a person shuffles to his right and then back to his right,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036420.txt
036421,robot_mechanical,a person walks sideways to the left for a few steps and then walks sideways to the right for a further distance,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036421.txt
M036421,robot_mechanical,a person walks sideways to the left for a few steps and then walks sideways to the right for a further distance,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036421.txt
036422,robot_mechanical,a person walks sideways from left to right and then back again.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036422.txt
M036422,robot_mechanical,"a person turns around, then walks forward and puts something down.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036422.txt
036423,robot_mechanical,a person slowly takes 6 steps forward one foot after another while trying to keep their balance.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036423.txt
M036423,robot_mechanical,"a person walks sideways, then walks confidently in a diagonal line.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036423.txt
036424,robot_mechanical,"a man turns to his left, then goes down onto a crawl, moving around on his hands and feet, turning once.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036424.txt
M036424,robot_mechanical,a man makes one step backward and turns to the right side and then moves his left foot right and left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036424.txt
036425,robot_mechanical,a person walks sideways to the right then turns around and walks back to their original position,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036425.txt
M036425,robot_mechanical,a person walks sideways leading with the left leg then followed by the right leg.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036425.txt
036426,robot_mechanical,"a person walks sideways, then walks confidently in a diagonal line.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036426.txt
M036426,robot_mechanical,a person walking in a circle clockwise.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036426.txt
036427,robot_mechanical,a person walking in a diagonal line from right to left in a shy motion and doing a 180 degree turn at the end.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036427.txt
M036427,robot_mechanical,"a person steps sideways, crosses over their legs, then repeats the actions moving in the opposite direction",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036427.txt
036428,robot_mechanical,a person is looking around slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036428.txt
M036428,robot_mechanical,"a man steps side to side, touches his head with his right hand, and then turns around and walks away.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036428.txt
036429,robot_mechanical,"a person is walking in a circle clockwise, then starts to sprint halfway through",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036429.txt
M036429,robot_mechanical,"a person walks sideways, then twists their torso to the right, then brings sideways, then turns right, then left",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036429.txt
036430,robot_mechanical,a person grabs their left leg and then their right leg.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036430.txt
M036430,robot_mechanical,a person steps sideways to their left before stepping sideways to their right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036430.txt
036431,robot_mechanical,"a person walks forward, turns around and walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036431.txt
M036431,robot_mechanical,a person walks forward very slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036431.txt
036432,robot_mechanical,a person walks sideways to the left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036432.txt
M036432,robot_mechanical,the figure appears to be ballroom dancing by themselves noteably their hands aren't up as if to indicate a partner and their neck is downturned to look at their feet; they take steps that outline a square with their feet apart and then together then back and together before they turn out of the square and seem to be starting the patern again.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036432.txt
036433,robot_mechanical,"a person walks sideways to the left, stops, then walks sideways to the right.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036433.txt
M036433,robot_mechanical,the person is walking forward then backward turns and walks back to the side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036433.txt
036434,robot_mechanical,"a man walks forward and then turns around and walks to the left before turning around and running,",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036434.txt
M036434,robot_mechanical,a man walks forward before turning around and walking back.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036434.txt
036435,robot_mechanical,"a person walks backwards, then walks forward again and raises their arms out to the side.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036435.txt
M036435,robot_mechanical,"a person walks backwards, then forwards and while going forward they are pushed towards the right and crouch.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036435.txt
036436,robot_mechanical,"a person walks sideways to the left taking two steps before spinning counter clockwise, repetlats the steps moving to the right and spinning clockwise a total of four times.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036436.txt
M036436,robot_mechanical,"a person walks sideways to the left taking two steps before spinning counter clockwise, repetlats the steps moving to the right and spinning clockwise a total of four times.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036436.txt
036437,robot_mechanical,walking side to side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036437.txt
M036437,robot_mechanical,"a person takes a few steps to their left, sits down, and starts pumping their fist like they are cheering someone on.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036437.txt
036438,robot_mechanical,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036438.txt
M036438,robot_mechanical,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036438.txt
036439,robot_mechanical,a person walks backwards in a clockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036439.txt
M036439,robot_mechanical,the person is walking backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036439.txt
036440,robot_mechanical,"a person side-steps to the right, and then side-steps to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036440.txt
M036440,robot_mechanical,"a person shuffles to the left, the shuffles to the right.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036440.txt
