rank,style,motion_id,best_caption,best_caption_idx,similarity,source_file
185,robot_mechanical,M001827,a person moves quickly forward with arms and legs outstretched to appear bigger.,0,0.79095143,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001827.txt
186,robot_mechanical,M004935,a person lifts something with both hands and moves it towards their left side then sets it down,2,0.790892,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004935.txt
187,robot_mechanical,005905,"a person bend the body, in righ and left direction",0,0.7907813,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005905.txt
188,robot_mechanical,000468,a person moves their hand clockwise at waist level,2,0.7906135,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000468.txt
189,robot_mechanical,007686,a person moves their arms in front of them.,0,0.790444,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007686.txt
190,robot_mechanical,M007686,a person moves their arms in front of them.,0,0.790444,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007686.txt
191,robot_mechanical,M012651,a person does a throwing motion with their right arm,2,0.7903831,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012651.txt
192,robot_mechanical,M003423,"a person takes slow, steady steps forward with their arms loose at their side",1,0.79035336,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003423.txt
193,robot_mechanical,003423,"a person takes slow, steady steps forward with their arms loose at their side",1,0.79035336,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003423.txt
194,robot_mechanical,006275,"a person reaches forward with their right arm, then puts their arm back down at their side.",1,0.7903285,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006275.txt
195,robot_mechanical,001569,a person moves an object from a surface from their left to their right,0,0.78989196,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001569.txt
196,robot_mechanical,M008000,a person reaching over to move something,1,0.78972375,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008000.txt
197,robot_mechanical,008000,a person reaching over to move something,1,0.78972375,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008000.txt
198,robot_mechanical,M008143,a person stretches left hand forward,0,0.78947014,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008143.txt
199,robot_mechanical,M007278,"a person stands still while using their left arm to move from right to left, up and then down, and then out and in.",0,0.78934187,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007278.txt
200,robot_mechanical,009754,person is a low stance raises right arm above head and moves forward,1,0.78924763,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009754.txt
201,robot_mechanical,M006556,a person moves their left hand in front of their body quickly.,0,0.7889833,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006556.txt
202,robot_mechanical,M003894,a person lifts up both hands and rotates to the left.,0,0.78878856,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003894.txt
203,robot_mechanical,009606,a person moves arm back and forth and then sets something down on the ground.,0,0.7886666,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009606.txt
204,robot_mechanical,M009606,a person moves arm back and forth and then sets something down on the ground.,0,0.7886666,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009606.txt
205,robot_mechanical,M002109,a person swings their right arm them spreads both arms.,0,0.7885847,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002109.txt
206,robot_mechanical,010376,a person loosely hangs their arms in front and shifts their weight back and forth,2,0.78850836,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010376.txt
207,robot_mechanical,M010376,a person loosely hangs their arms in front and shifts their weight back and forth,2,0.78850836,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010376.txt
208,robot_mechanical,M003374,person bends down a little in a lifting position and moves hands right to left,2,0.7884993,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003374.txt
209,robot_mechanical,003695,person does full rotation of arms inwards to shoulder then extends arms from hips to just above shoulder height,1,0.7884064,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003695.txt
210,robot_mechanical,M003695,person does full rotation of arms inwards to shoulder then extends arms from hips to just above shoulder height,1,0.7884064,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003695.txt
211,robot_mechanical,004693,a person rotates their right arm at the elbow,1,0.7882142,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004693.txt
212,robot_mechanical,002035,a person uses its hands to make fast movements at chest height and turns left and right.,0,0.78817225,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002035.txt
213,robot_mechanical,M006747,a person bounces their body from right to left,2,0.78815514,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006747.txt
214,robot_mechanical,002899,a person is leaning forward and making rapid movements with their right arm.,0,0.78770435,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002899.txt
215,robot_mechanical,002616,"a person moves their arms in circular motions, alternating left and right.",1,0.78768563,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002616.txt
216,robot_mechanical,014247,a person moves his right arm straight up and then to the right while standing still.,2,0.78758574,/Data/yash.bhardwaj/datasets/HumanML3D/texts/014247.txt
217,robot_mechanical,010741,a person walks forward while using their arms mildly to balance.,1,0.7874498,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010741.txt
218,robot_mechanical,M010741,a person walks forward while using their arms mildly to balance.,1,0.7874498,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010741.txt
219,robot_mechanical,000063,"a person bends down to grab something, then moves their arm",2,0.7874392,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000063.txt
220,robot_mechanical,M000063,"a person bends down to grab something, then moves their arm",2,0.7874392,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000063.txt
221,robot_mechanical,014613,a person reaches form something on the left and moves it to the right.,1,0.7874116,/Data/yash.bhardwaj/datasets/HumanML3D/texts/014613.txt
222,robot_mechanical,M011421,a person sways side to side while raising and lowering their arms and shoulders.,2,0.7872126,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011421.txt
223,robot_mechanical,011421,a person sways side to side while raising and lowering their arms and shoulders.,2,0.7872126,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011421.txt
224,robot_mechanical,M005608,a person rotates an object to the left side of their body and returns the object to their front,2,0.7872044,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005608.txt
225,robot_mechanical,M010159,a person stretching to the right and left,1,0.78718734,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010159.txt
226,robot_mechanical,009793,a person standing moving right arm in an upward motion .,2,0.7871762,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009793.txt
227,robot_mechanical,012085,"a person bends their left arm at the waist, before sticking out their right arm straight forward and rotating clockwise",1,0.78716165,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012085.txt
228,robot_mechanical,M007887,person lifts right arm up repeatedly,1,0.7871357,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007887.txt
229,robot_mechanical,001847,a person bends over and moves their right hand back and forth horizontally several times.,2,0.7870878,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001847.txt
230,robot_mechanical,012408,a person pivots backwards while holding alternating arms out in defense,0,0.78695315,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012408.txt
231,robot_mechanical,M012408,a person pivots backwards while holding alternating arms out in defense,0,0.78695315,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012408.txt
232,robot_mechanical,M011897,a person uses their right arm to get up from a kneeling position,2,0.78660405,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011897.txt
233,robot_mechanical,009343,a person reaches their left arm up in a clockwise motion and drops it to their side.,2,0.78649974,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009343.txt
234,robot_mechanical,010775,person lifts left arm to the front and then to the side,2,0.7864866,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010775.txt
235,robot_mechanical,M004126,a person moves something with both hands.,1,0.78627354,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004126.txt
236,robot_mechanical,M007982,a person moves something with both hands.,0,0.78627354,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007982.txt
237,robot_mechanical,004126,a person moves something with both hands.,1,0.78627354,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004126.txt
238,robot_mechanical,007982,a person moves something with both hands.,0,0.78627354,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007982.txt
239,robot_mechanical,M010849,a person moves something with both hands.,0,0.78627354,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010849.txt
240,robot_mechanical,M012904,a person moves something with both hands.,2,0.78627354,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012904.txt
241,robot_mechanical,010849,a person moves something with both hands.,0,0.78627354,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010849.txt
242,robot_mechanical,012904,a person moves something with both hands.,2,0.78627354,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012904.txt
243,robot_mechanical,M002035,a person uses its hands to make fast movements at chest height and turns right and left.,0,0.78610253,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002035.txt
244,robot_mechanical,M008261,a person is standing with hands in front of them and slightly moves them.,0,0.78600144,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008261.txt
245,robot_mechanical,008261,a person is standing with hands in front of them and slightly moves them.,0,0.78600144,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008261.txt
246,robot_mechanical,001640,a person moves their hands in alternating circular motions,1,0.7859495,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001640.txt
247,robot_mechanical,M001640,a person moves their hands in alternating circular motions,1,0.7859495,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001640.txt
248,robot_mechanical,010159,a person stretching to the left and right,1,0.785949,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010159.txt
249,robot_mechanical,M011118,a person bends their elbow and moves their right arm up and down quickly.,1,0.7859434,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011118.txt
250,robot_mechanical,009634,a person moves object from left to right and turns it on its side.,2,0.78577715,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009634.txt
251,robot_mechanical,M011312,a person is moving their right arm erratically.,2,0.78569525,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011312.txt
252,robot_mechanical,M008199,a person moves their left hand up and down in a repetitive motion.,2,0.785567,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008199.txt
253,robot_mechanical,M009944,a person reaches with their left arm and pulls on their upper right arm,2,0.78555745,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009944.txt
254,robot_mechanical,011593,person moves forward and uses right  hand to  pick something up and move to side,0,0.7854166,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011593.txt
255,robot_mechanical,002211,a person signals with arm movements.,1,0.7853908,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002211.txt
256,robot_mechanical,M002211,a person signals with arm movements.,1,0.7853908,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002211.txt
257,robot_mechanical,007792,a person stretches with both arms,1,0.78536904,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007792.txt
258,robot_mechanical,M007792,a person stretches with both arms,1,0.78536904,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007792.txt
259,robot_mechanical,M004123,person turns different directions whilst moving arms all over the place  from side to side stretched out,1,0.7852961,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004123.txt
260,robot_mechanical,004123,person turns different directions whilst moving arms all over the place  from side to side stretched out,1,0.7852961,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004123.txt
261,robot_mechanical,M010761,a person lifts something that is placed horizontally and shifts it to a vertical position on their left,2,0.7851113,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010761.txt
262,robot_mechanical,005105,a person with the help of the left arm stretches the right arm,1,0.78506863,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005105.txt
263,robot_mechanical,M012509,a person moves their right arm in a circular motion in front of their stomach area.,1,0.7850581,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012509.txt
264,robot_mechanical,013846,a person using the right arm to reach for something.,0,0.7848278,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013846.txt
265,robot_mechanical,013780,person leans forward and stretches out left hand to move something around,1,0.784698,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013780.txt
266,robot_mechanical,M005024,a person moves chaotically with wide arms and legs.,1,0.78468394,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005024.txt
267,robot_mechanical,005024,a person moves chaotically with wide arms and legs.,1,0.78468394,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005024.txt
268,robot_mechanical,M002899,a person is leaning forward and making rapid movements with their left arm.,0,0.78465635,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002899.txt
269,robot_mechanical,002712,"a person lowers their arms, then uses their right hand to push an object to the side.",2,0.7846379,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002712.txt
270,robot_mechanical,M009741,a person uses his right arm to do a passing something back motion,0,0.78456426,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009741.txt
271,robot_mechanical,004408,a person sticking right arm directly in front.,2,0.7845241,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004408.txt
272,robot_mechanical,M007708,a person turns with their arms to stretch.,1,0.78448206,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007708.txt
273,robot_mechanical,007708,a person turns with their arms to stretch.,1,0.78448206,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007708.txt
274,robot_mechanical,005608,a person rotates an object to the right side of their body and returns the object to their front,2,0.78439677,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005608.txt
275,robot_mechanical,012651,a person does a throwing motion with their left arm,2,0.7843263,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012651.txt
276,robot_mechanical,M012584,a person reaches his right arm straight out,0,0.7842821,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012584.txt
277,robot_mechanical,011118,a person bends their elbow and moves their left arm up and down quickly.,1,0.7842082,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011118.txt
278,robot_mechanical,002441,person pushes their right arm forward,2,0.7841941,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002441.txt
279,robot_mechanical,M009508,a person is making forward motions with incorporated dance moves,2,0.784143,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009508.txt
280,robot_mechanical,009508,a person is making forward motions with incorporated dance moves,2,0.784143,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009508.txt
281,robot_mechanical,M012072,"a person lifts an object with both hands, moves it to their left, and then sets it back down.",1,0.78413427,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012072.txt
282,robot_mechanical,002087,a person walks forward while holding out their arms for balance,0,0.78408265,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002087.txt
283,robot_mechanical,M002087,a person walks forward while holding out their arms for balance,0,0.78408265,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002087.txt
284,robot_mechanical,M001569,a person moves an object from a surface from their right to their left,0,0.78407484,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001569.txt
285,robot_mechanical,007366,a person doing robot dance moves,0,0.7840017,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007366.txt
286,robot_mechanical,M007366,a person doing robot dance moves,0,0.7840017,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007366.txt
287,robot_mechanical,M012900,a person rotates in a clockwise motion,0,0.7839023,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012900.txt
288,robot_mechanical,M002712,"a person lowers their arms, then uses their left hand to push an object to the side.",2,0.7838134,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002712.txt
289,robot_mechanical,M001672,a person moves his right arm up and his left arm downward.,1,0.7838014,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001672.txt
290,robot_mechanical,001565,"a figure bends down slightly, extends his arms, mimics a lifting motion at the waist",2,0.78378075,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001565.txt
291,robot_mechanical,M001565,"a figure bends down slightly, extends his arms, mimics a lifting motion at the waist",2,0.78378075,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001565.txt
292,robot_mechanical,011319,a person lifts their arms and spins slowly,2,0.7837241,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011319.txt
293,robot_mechanical,M011319,a person lifts their arms and spins slowly,2,0.7837241,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011319.txt
294,robot_mechanical,007684,a person grabs something at waist level with both hands and moves it to the right.,0,0.78331184,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007684.txt
295,robot_mechanical,011149,a person holds their arms to the side to balance and walks in a straight line.,1,0.78319156,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011149.txt
296,robot_mechanical,M011149,a person holds their arms to the side to balance and walks in a straight line.,1,0.78319156,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011149.txt
297,robot_mechanical,013253,a person has arms back and head forwards bouning around.,1,0.7829968,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013253.txt
298,robot_mechanical,M013253,a person has arms back and head forwards bouning around.,1,0.7829968,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013253.txt
299,robot_mechanical,002195,a person backs up before moving their arms out and pushing something.,0,0.78294253,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002195.txt
300,robot_mechanical,M002195,a person backs up before moving their arms out and pushing something.,0,0.78294253,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002195.txt
301,robot_mechanical,005927,a person moves arms in and out in front of his body.,2,0.78270507,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005927.txt
302,robot_mechanical,M005927,a person moves arms in and out in front of his body.,2,0.78270507,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005927.txt
303,robot_mechanical,M004067,a person reaches forward with the left hand and then lets their arm drop to their side.,0,0.7826556,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004067.txt
304,robot_mechanical,M006575,a person reaches with their right arm to the right and then turns their upper body to the left.,2,0.78226995,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006575.txt
305,robot_mechanical,M000885,person lifts their left arm up to their side and puts it back down again,1,0.7822504,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000885.txt
306,robot_mechanical,M004678,person stretches across the body on both sides.,1,0.7821747,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004678.txt
307,robot_mechanical,004678,person stretches across the body on both sides.,1,0.7821747,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004678.txt
308,robot_mechanical,012072,"a person lifts an object with both hands, moves it to their right, and then sets it back down.",1,0.7821125,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012072.txt
309,robot_mechanical,002964,"a person lifts their right arm to a horizontal position, holds it there for a brief moment, and then returns to their side.",2,0.7820263,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002964.txt
310,robot_mechanical,M003946,a person moves arms and legs in various ranges of movement.,2,0.7819922,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003946.txt
311,robot_mechanical,003946,a person moves arms and legs in various ranges of movement.,2,0.7819922,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003946.txt
312,robot_mechanical,006409,a person stretches out its right arm then moves it back to its side.,0,0.78188175,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006409.txt
313,robot_mechanical,M003888,a person appears to be moving something with his hands.,0,0.78181696,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003888.txt
314,robot_mechanical,003888,a person appears to be moving something with his hands.,0,0.78181696,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003888.txt
315,robot_mechanical,M002616,"a person moves their arms in circular motions, alternating right and left.",1,0.7817342,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002616.txt
316,robot_mechanical,006747,a person bounces their body from left to right,2,0.78167933,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006747.txt
317,robot_mechanical,M001847,a person bends over and moves their left hand back and forth horizontally several times.,2,0.78155226,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001847.txt
318,robot_mechanical,M009754,person is a low stance raises left arm above head and moves forward,1,0.7815162,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009754.txt
319,robot_mechanical,M011270,a person is moving their right arm in a circular motion in the air.,1,0.7814882,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011270.txt
320,robot_mechanical,M002376,a person lifts arms and twists body to the left and right.,1,0.78145397,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002376.txt
321,robot_mechanical,008548,a person moves their arms from side to side from the elbows out.,2,0.7814206,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008548.txt
322,robot_mechanical,M008548,a person moves their arms from side to side from the elbows out.,2,0.7814206,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008548.txt
323,robot_mechanical,005913,a person stretches their arms forward and to the side.,0,0.78137565,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005913.txt
324,robot_mechanical,M005913,a person stretches their arms forward and to the side.,0,0.78137565,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005913.txt
325,robot_mechanical,M007093,a person twisting from side to side and puts right arm up.,2,0.78130054,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007093.txt
326,robot_mechanical,012600,a person has right arm up to push something away,1,0.7812601,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012600.txt
327,robot_mechanical,M001761,person moves forward and moves left hand with something in it carefully,1,0.78115875,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001761.txt
328,robot_mechanical,009937,a person extends their arms to the side.,1,0.7810639,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009937.txt
329,robot_mechanical,M009937,a person extends their arms to the side.,1,0.7810639,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009937.txt
330,robot_mechanical,004634,person moving his torso in circular motion from right to left,0,0.7810183,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004634.txt
331,robot_mechanical,013112,person bends down lifting something with their hands and moving the object to the right before bringing their arms back in front of them.,2,0.78084856,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013112.txt
332,robot_mechanical,003163,a person is moving their right hand back and forth in front of their face.,2,0.7808341,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003163.txt
333,robot_mechanical,M004475,"a person quickly scrambles around, moving its arms as it goes",0,0.7806994,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004475.txt
334,robot_mechanical,004475,"a person quickly scrambles around, moving its arms as it goes",0,0.7806994,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004475.txt
335,robot_mechanical,M009485,a person reaches his left arm straight forward,1,0.7805879,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009485.txt
336,robot_mechanical,M006113,a person twist their body in a very fluid motion,0,0.7805437,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006113.txt
337,robot_mechanical,006113,a person twist their body in a very fluid motion,0,0.7805437,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006113.txt
338,robot_mechanical,M002118,a person who is lifting left and right arms.,0,0.780527,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002118.txt
339,robot_mechanical,008883,a person lifts up their right arm and touches it with the left,1,0.7805167,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008883.txt
340,robot_mechanical,M005482,a person stretches out arms and legs,2,0.7804449,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005482.txt
341,robot_mechanical,005482,a person stretches out arms and legs,2,0.7804449,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005482.txt
342,robot_mechanical,M010598,a person moving his both arms,1,0.7803663,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010598.txt
343,robot_mechanical,010598,a person moving his both arms,1,0.7803663,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010598.txt
344,robot_mechanical,003725,"a person puts their arms out, moves forward and grabs something",1,0.7803568,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003725.txt
345,robot_mechanical,M003725,"a person puts their arms out, moves forward and grabs something",1,0.7803568,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003725.txt
346,robot_mechanical,000447,a person stands still then slightly moves their arms,0,0.78021985,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000447.txt
347,robot_mechanical,M000447,a person stands still then slightly moves their arms,0,0.78021985,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000447.txt
348,robot_mechanical,M008883,a person lifts up their left arm and touches it with the right,1,0.7801941,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008883.txt
349,robot_mechanical,012499,a person strafes back and forth from right to left.,1,0.7801497,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012499.txt
350,robot_mechanical,M001301,a person standing up uses both of their hands to swing an object with little force.,0,0.7800996,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001301.txt
351,robot_mechanical,001301,a person standing up uses both of their hands to swing an object with little force.,0,0.7800996,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001301.txt
352,robot_mechanical,M014308,person is making different movements with right arm,1,0.77998906,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M014308.txt
353,robot_mechanical,M005905,"a person bend the body, in righ and right direction",0,0.77993715,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005905.txt
354,robot_mechanical,002291,"person moves their arms and legs about, bends down then back up again",2,0.77991676,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002291.txt
355,robot_mechanical,M002291,"person moves their arms and legs about, bends down then back up again",2,0.77991676,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002291.txt
356,robot_mechanical,M010793,a person moves his hands from left to right hitting something.,1,0.7799034,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010793.txt
357,robot_mechanical,003792,a person shifts down to their right side then stand up with arms extended.,1,0.7798015,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003792.txt
358,robot_mechanical,M007661,a person moves their arms in a strange manner.,0,0.77979857,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007661.txt
359,robot_mechanical,007661,a person moves their arms in a strange manner.,0,0.77979857,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007661.txt
360,robot_mechanical,003954,"a person standing in one position, gently swinging both arms in back-and-forth motion",0,0.77979374,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003954.txt
361,robot_mechanical,M003954,"a person standing in one position, gently swinging both arms in back-and-forth motion",0,0.77979374,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003954.txt
362,robot_mechanical,M004693,a person rotates their left arm at the elbow,1,0.7797568,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004693.txt
363,robot_mechanical,M008130,a person bends forward slightly at the waist and continually uses the left hand to stroke something softly,2,0.7796991,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008130.txt
364,robot_mechanical,M001694,a person bends forward and reaches down with hand.,2,0.77962136,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001694.txt
365,robot_mechanical,001694,a person bends forward and reaches down with hand.,2,0.77962136,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001694.txt
366,robot_mechanical,006990,a person swings their right arm across their body in an upwards motion.,0,0.77958596,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006990.txt
367,robot_mechanical,001591,a person with arms down and relaxed makes a forward upward motion with right arm.,0,0.7795361,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001591.txt
368,robot_mechanical,010994,a person with their arms stretch straight out folds their arm to there chest and then back out repetedly,2,0.77948755,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010994.txt
369,robot_mechanical,M010994,a person with their arms stretch straight out folds their arm to there chest and then back out repetedly,2,0.77948755,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010994.txt
370,robot_mechanical,002280,a figure with arms out rotates down the moves hands around.,0,0.77941185,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002280.txt
